公司,證券代碼,證期會代碼,年月日,TSE 產業別,TEJ產業_名稱,TEJ產業_代碼,TEJ產業指數,收盤價(元),季別,每股盈餘,ROE－綜合損益,ROA－綜合損益,營收成長率,營業毛利成長率,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,折舊性FA成長率,總資產報酬成長率
6288 聯嘉,6288,6288,2021/9/30,12,光電/ IO,M23C,TEJT06  電子- LED,27.27,3,-0.04,-0.3,-0.12,-20.88,-36.01,-36.01,-104.55,-111.67,-111.46,-111.46,-111.51,24.03,-0.45,11.32,-0.96
6288 聯嘉,6288,6288,2021/6/30,12,光電/ IO,M23C,TEJT06  電子- LED,27.61,2,-0.09,-1.07,-0.46,52.09,46.83,46.83,136.93,-1720.58,-305.91,-305.91,-324.02,29.01,14.2,17.66,-0.28
6288 聯嘉,6288,6288,2021/3/31,12,光電/ IO,M23C,TEJT06  電子- LED,29.59,1,0.2,1.27,0.59,5.17,5.6,5.6,-22.51,-35.95,-37.28,-37.28,-32.67,19.62,6.19,15.91,-0.24
6290 良維,6290,6290,2023/6/30,28,電子零組件,M23D,TEJT10  電子- 連接器,57.8,2,0.76,0.83,0.59,-12.58,-7.29,-7.29,-6.02,-37.14,-32.55,-32.55,-16.25,-9.48,14.11,44.95,-0.9
6290 良維,6290,6290,2023/3/31,28,電子零組件,M23D,TEJT10  電子- 連接器,66.31,1,0.49,1.64,1.1,-13.42,2.37,2.37,-49.61,-65.67,-47.81,-47.81,-39.38,-8.16,16.73,18.63,-0.85
6290 良維,6290,6290,2022/12/30,28,電子零組件,M23D,TEJT10  電子- 連接器,51.23,4,1.4,3.76,2.25,-14.86,43.92,43.92,196.24,123.7,224.82,224.82,229.42,-0.63,15.59,-3.09,1.69
6290 良維,6290,6290,2022/9/30,28,電子零組件,M23D,TEJT10  電子- 連接器,56.06,3,1.91,7.18,4.06,-0.65,56.34,56.34,186.44,357.49,513.2,513.2,524.19,2.63,12.65,-6.48,2.99
6290 良維,6290,6290,2022/6/30,28,電子零組件,M23D,TEJT10  電子- 連接器,47.46,2,1.18,3.67,2.06,2.01,35.45,35.45,57.8,32.04,16.01,16.01,20.87,15.11,-5.59,-15.21,0.44
6290 良維,6290,6290,2022/3/31,28,電子零組件,M23D,TEJT10  電子- 連接器,48.76,1,1,5.45,3,2.6,-47.87,-47.87,-69.91,-27.2,-24.44,-24.44,-39.02,20.54,-0.95,-10.31,-0.39
6290 良維,6290,6290,2021/12/30,28,電子零組件,M23D,TEJT10  電子- 連接器,49.13,4,0.42,1.55,0.82,21.12,-2.08,-2.08,-49.95,-52.28,-68.42,-68.42,-68.45,25.24,-3.14,-24.22,-1.48
6290 良維,6290,6290,2021/9/30,28,電子零組件,M23D,TEJT10  電子- 連接器,49.87,3,0.29,0.62,0.37,12.02,-38.87,-38.87,-74.2,-71.95,-78.86,-78.86,-80.66,32.26,0.53,-13.05,-2.31
6290 良維,6290,6290,2021/6/30,28,電子零組件,M23D,TEJT10  電子- 連接器,60.42,2,1.03,2.18,1.49,16.44,-40.91,-40.91,-65.34,-41.15,-28.7,-28.7,-29.99,11.74,18.89,-10.47,-0.85
6290 良維,6290,6290,2021/3/31,28,電子零組件,M23D,TEJT10  電子- 連接器,55.14,1,1.31,3.89,2.69,44.19,124.91,124.91,321.66,338.6,302.62,302.62,287.41,14.73,8.51,-9.96,2.19
6291 沛亨,6291,6291,2023/6/30,24,半導體,M23G,TEJT17  電子- IC設計,256.32,2,2.21,7.71,5.16,41.41,51.67,51.67,370.51,208.75,256.62,256.62,256.62,22.84,36.39,,3.82
6291 沛亨,6291,6291,2023/3/31,24,半導體,M23G,TEJT17  電子- IC設計,137.83,1,2.01,7.69,5.35,17.93,45.37,45.37,133.6,72.7,62.77,62.77,63.09,14.04,43.13,,2.15
6291 沛亨,6291,6291,2022/12/30,24,半導體,M23G,TEJT17  電子- IC設計,97.17,4,0.84,3.01,2.19,18.23,45.95,45.95,169.06,51.89,40.35,40.35,40.35,34.47,411.39,-16.5,0.69
6291 沛亨,6291,6291,2022/9/30,24,半導體,M23G,TEJT17  電子- IC設計,99.65,3,1.7,7.56,5.03,33.96,95.16,95.16,374.26,492.18,525.12,525.12,525.12,69.33,208.34,10.42,4.2
6291 沛亨,6291,6291,2022/6/30,24,半導體,M23G,TEJT17  電子- IC設計,83.59,2,0.43,2.97,1.68,47.74,65.41,65.41,17.25,44.14,-11.1,-11.1,-11.1,51.49,166.34,,-0.12
6291 沛亨,6291,6291,2022/3/31,24,半導體,M23G,TEJT17  電子- IC設計,74.67,1,1.07,10.78,4.2,45.07,64.6,64.6,150.5,123.88,70.44,70.44,70.12,72.05,60.8,,2.1
6291 沛亨,6291,6291,2021/12/30,24,半導體,M23G,TEJT17  電子- IC設計,62.47,4,0.54,8.71,2.45,-18.69,-22.33,-22.33,86.92,-3.93,-9.37,-9.37,-9.37,18.18,-55.72,-9.23,-0.7
6291 沛亨,6291,6291,2021/9/30,24,半導體,M23G,TEJT17  電子- IC設計,56.82,3,0.2,3.35,1.24,-45.28,-36.93,-36.93,47.62,24.05,-7.3,-7.3,-7.3,38.71,57.16,-15.87,-1.12
6291 沛亨,6291,6291,2021/6/30,24,半導體,M23G,TEJT17  電子- IC設計,38.6,2,0.27,6.97,3.16,462.32,454.74,454.74,330.09,582.11,616.85,616.85,616.85,506.6,157.42,,3.45
6291 沛亨,6291,6291,2021/3/31,24,半導體,M23G,TEJT17  電子- IC設計,42.24,1,0.26,6.08,3.28,563.28,474.29,474.29,645.63,613.2,661.93,661.93,661.93,497.65,310.14,,3.47
6292 迅德,6292,6292,2023/6/30,28,電子零組件,M23D,TEJT11  電子- 電源供應器,42.31,2,1.88,7.43,3.72,-14.53,-9.18,-9.18,-37.95,783.26,276.36,276.36,11.03,14.18,14.13,,6.36
6292 迅德,6292,6292,2023/3/31,28,電子零組件,M23D,TEJT11  電子- 電源供應器,41.24,1,0.73,2.94,1.52,-4.91,-2.64,-2.64,-36.92,-56.78,-57.6,-57.6,-59.54,5.95,-1.82,6.6,-2.04
6292 迅德,6292,6292,2022/12/30,28,電子零組件,M23D,TEJT11  電子- 電源供應器,37.64,4,1.59,5.6,2.79,35.96,78.48,78.48,1109.39,189.76,53.75,53.75,1303.85,12.41,3.87,4.96,1.24
6292 迅德,6292,6292,2022/9/30,28,電子零組件,M23D,TEJT11  電子- 電源供應器,34.14,3,1.69,9.65,4.67,32,38.14,38.14,40.54,134.78,148.17,148.17,99.95,12.11,6.56,4.42,2.38
6292 迅德,6292,6292,2022/6/30,28,電子零組件,M23D,TEJT11  電子- 電源供應器,41.06,2,-1.07,-4.28,-2.24,40.6,37.01,37.01,76.07,-114.41,-152.62,-152.62,1245.27,4.53,-0.09,-1.11,-6.99
6292 迅德,6292,6292,2022/3/31,28,電子零組件,M23D,TEJT11  電子- 電源供應器,40.67,1,1.72,8.57,4.79,22.83,16.68,16.68,24.67,30.4,36.62,36.62,60.95,12.57,17.31,-4.49,1.07
6292 迅德,6292,6292,2021/12/30,28,電子零組件,M23D,TEJT11  電子- 電源供應器,37.62,4,1.03,8.15,4.34,12.62,-13.16,-13.16,-124,-28.92,25.04,25.04,-74.56,22.79,14.2,-4.28,0.52
6292 迅德,6292,6292,2021/9/30,28,電子零組件,M23D,TEJT11  電子- 電源供應器,35.03,3,0.68,3.21,1.63,-2.48,-2.26,-2.26,-11.35,-22.95,-37.39,-37.39,38.59,24.41,9.79,-4.26,-1
6292 迅德,6292,6292,2021/6/30,28,電子零組件,M23D,TEJT11  電子- 電源供應器,33.06,2,2.03,8.83,4.61,58.32,51.49,51.49,149.74,17.51,3.2,3.2,88.89,7.58,12.97,-4.74,0.16
6292 迅德,6292,6292,2021/3/31,28,電子零組件,M23D,TEJT11  電子- 電源供應器,31.41,1,1.26,5.88,3.33,29.98,21.02,21.02,68.07,364.32,261.78,261.78,15.43,8.82,6.09,-4.88,5.96
6294 智基,6294,6294,2023/6/30,32,其他,M99Z,TEJO99  其它業別,109,2,3.57,14.88,6.05,-5.26,-9.87,-9.87,-12.81,-1.62,1.46,1.46,6.25,-0.77,4.2,,0.08
6294 智基,6294,6294,2023/3/31,32,其他,M99Z,TEJO99  其它業別,109.31,1,1.6,6.18,2.61,-2.3,-8.51,-8.51,-12.5,-5.16,-2.08,-2.08,-12.42,-3.51,4.66,23.08,-0.03
6294 智基,6294,6294,2022/12/30,32,其他,M99Z,TEJO99  其它業別,100.05,4,2.91,10.29,4.86,6.04,16.86,16.86,32.53,34.26,30.71,30.71,30.71,-2.14,1.49,23.83,1.19
6294 智基,6294,6294,2022/9/30,32,其他,M99Z,TEJO99  其它業別,98.19,3,1.9,7.4,3.31,9.71,-2.63,-2.63,-10.44,-16.17,-13.8,-13.8,-20.36,-5.67,-0.91,12.75,-0.51
6294 智基,6294,6294,2022/6/30,32,其他,M99Z,TEJO99  其它業別,90.69,2,3.53,15.31,5.83,3.41,-7.12,-7.12,-12.38,-13.27,-13.33,-13.33,-13.33,-13.61,0.24,7.65,-0.81
6294 智基,6294,6294,2022/3/31,32,其他,M99Z,TEJO99  其它業別,116.19,1,1.63,6.48,2.59,-2.69,-24.05,-24.05,-39.05,-39.92,-39.99,-39.99,-39.99,0.08,-27.32,-28.19,-1.78
6294 智基,6294,6294,2021/12/30,32,其他,M99Z,TEJO99  其它業別,108.02,4,2.21,7.9,3.57,-6.73,-20.85,-20.85,-23.36,-23.76,-21.71,-21.71,-21.71,1.75,9.89,-23.52,-1.02
6294 智基,6294,6294,2021/9/30,32,其他,M99Z,TEJO99  其它業別,121.36,3,2.2,8.56,3.47,-7.6,-16.57,-16.57,-22.39,-14.29,-15.46,-15.46,-15.46,8.75,13.66,-24.42,-0.62
6294 智基,6294,6294,2021/6/30,32,其他,M99Z,TEJO99  其它業別,117.41,2,4.27,15.07,6.27,7.66,17.11,17.11,22.7,22.77,22.66,22.66,22.66,7.56,17.27,-16.22,1.15
6294 智基,6294,6294,2021/3/31,32,其他,M99Z,TEJO99  其它業別,110.45,1,2.86,9.77,4.35,9.84,20.74,20.74,30.48,34.41,34.48,34.48,34.48,12.25,64.63,0.16,1.23
6404 通訊-KY,6404,6404,2023/6/30,30,通訊設備,M23K,TEJT15  電子- 網通,22.4,,,,,,,,,,,,,,,,
6404 通訊-KY,6404,6404,2023/3/31,30,通訊設備,M23K,TEJT15  電子- 網通,23,1,-0.45,-6.65,-6.3,0.31,-66.2,-66.2,39.32,-158.54,-158.54,-158.54,-158.8,505.41,1898.42,-43.33,-4.08
6404 通訊-KY,6404,6404,2022/12/30,30,通訊設備,M23K,TEJT15  電子- 網通,18.9,4,-0.16,-3.55,-3.34,-1.8,-83.33,-83.33,30.32,51.54,51.67,51.67,51.67,356.76,1285.16,-35.48,1.87
6404 通訊-KY,6404,6404,2022/9/30,30,通訊設備,M23K,TEJT15  電子- 網通,19.5,3,0.11,3.23,2.93,-65.55,-80.66,-80.66,61.95,173.73,173.73,173.73,173.73,171.96,833.59,-32.35,9.67
6404 通訊-KY,6404,6404,2022/6/30,30,通訊設備,M23K,TEJT15  電子- 網通,16.5,2,0.1,6.1,3.71,-80.41,0,0,85.22,118.86,118.86,118.86,118.86,-37.69,85.16,,38.51
6404 通訊-KY,6404,6404,2022/3/31,30,通訊設備,M23K,TEJT15  電子- 網通,19.2,1,-0.29,-42.64,-12.85,-91.56,-88.35,-88.35,68.61,74.34,74.38,74.38,74.84,-66.14,-74.33,1400,33.12
6404 通訊-KY,6404,6404,2021/12/30,30,通訊設備,M23K,TEJT15  電子- 網通,19.4,4,-0.43,-42.36,-12.16,-95.73,-57.27,-57.27,55.31,75.35,75.28,75.28,64.56,-64.39,-75.19,675,28.02
6404 通訊-KY,6404,6404,2021/9/30,30,通訊設備,M23K,TEJT15  電子- 網通,19.64,3,-0.18,-14.77,-3.94,-85.54,382.56,382.56,38.87,79.61,79.61,79.61,79.61,-56.73,-74.95,385.71,11.59
6404 通訊-KY,6404,6404,2021/6/30,30,通訊設備,M23K,TEJT15  電子- 網通,18.21,2,-0.21,-34.54,-11.08,-67.64,-91.74,-91.74,26.27,-425.39,-425.39,-425.39,55.58,-47.47,-75.14,-100,-10.93
6404 通訊-KY,6404,6404,2021/3/31,30,通訊設備,M23K,TEJT15  電子- 網通,14.57,1,-0.48,-45.85,-19.17,-21.48,1111.76,1111.76,27.04,-9.51,-9.69,-9.69,24.28,-58.32,-65.43,-99.68,-2.61
6405 悅城,6405,6405,2023/6/30,26,光電/ IO,M23C,TEJT08  電子- 面板,22.9,2,-0.16,-0.56,-0.54,-43.32,-90.91,-90.91,-77.53,-139.56,43.79,43.79,43.79,-12.85,-1.95,,0.17
6405 悅城,6405,6405,2023/3/31,26,光電/ IO,M23C,TEJT08  電子- 面板,21.26,1,-0.28,-0.64,-0.6,-53.46,-89.28,-89.28,-430.39,-142.6,-153.33,-153.33,-153.33,-16.04,-8.79,-15.31,-2.02
6405 悅城,6405,6405,2022/12/30,26,光電/ IO,M23C,TEJT08  電子- 面板,21.46,4,-0.63,-1.6,-1.47,-49.83,-86.01,-86.01,-273.38,-607.26,-287.33,-287.33,-159.9,-13.78,-8.36,-14.02,-2.21
6405 悅城,6405,6405,2022/9/30,26,光電/ IO,M23C,TEJT08  電子- 面板,19.52,3,0.46,1.09,0.97,-57.5,-113.94,-113.94,-286.59,212.66,168.89,168.89,67.26,-12.65,-8.74,-3.71,0.68
6405 悅城,6405,6405,2022/6/30,26,光電/ IO,M23C,TEJT08  電子- 面板,19.44,2,-0.29,-2.87,-2.52,-28.63,-65.77,-65.77,-232.71,32.97,-320.39,-320.39,-2425.5,-25.38,-24.94,-0.5,-0.84
6405 悅城,6405,6405,2022/3/31,26,光電/ IO,M23C,TEJT08  電子- 面板,24.41,1,0.53,-0.43,-0.37,38.8,294.51,294.51,136.7,-27.81,-40.18,-40.18,286.47,32.32,40.11,-2.54,-0.71
6405 悅城,6405,6405,2021/12/30,26,光電/ IO,M23C,TEJT08  電子- 面板,25.54,4,0.34,-2.02,-1.76,32.49,143.41,143.41,196.47,18552.5,168.8,168.8,140.1,48.76,47.4,0.56,1.65
6405 悅城,6405,6405,2021/9/30,26,光電/ IO,M23C,TEJT08  電子- 面板,24.05,3,0.17,-16.06,-13.96,39.7,292.02,292.02,232.77,-75.13,-81.66,-81.66,291.41,48.49,47.9,-6.06,-1.29
6405 悅城,6405,6405,2021/6/30,26,光電/ IO,M23C,TEJT08  電子- 面板,40.67,2,0.13,56.68,48.37,6.44,102.37,102.37,145.71,-79.29,-89.59,-89.59,97.61,82.63,83.68,-8.53,-3.35
6405 悅城,6405,6405,2021/3/31,26,光電/ IO,M23C,TEJT08  電子- 面板,19.74,1,0.88,4.64,3.97,10.76,439.85,439.85,36.2,294.62,344.72,344.72,17.27,-2.98,9.24,-9.05,3.42
6409 旭隼,6409,6409,2023/6/30,31,電子零組件,M23D,TEJT11  電子- 電源供應器,1919.4,2,15.16,14.17,6.68,-18.1,-10.18,-10.18,-17.25,2.95,3.26,3.26,3.24,-4.66,19.27,3.98,0.29
6409 旭隼,6409,6409,2023/3/31,31,電子零組件,M23D,TEJT11  電子- 電源供應器,1689.86,1,8.55,8.85,4.8,9.85,40.77,40.77,44.19,50.1,49.07,49.07,49.41,2.87,43.65,9.42,1.62
6409 旭隼,6409,6409,2022/12/30,31,電子零組件,M23D,TEJT11  電子- 電源供應器,1509.15,4,13.16,13.68,6.79,15.96,69.25,69.25,75.19,70.96,81.43,81.43,81.44,19.85,46.18,57.56,3.46
6409 旭隼,6409,6409,2022/9/30,31,電子零組件,M23D,TEJT11  電子- 電源供應器,1372.4,3,17.29,24.69,9.43,41.66,86.27,86.27,104.4,120.31,118.85,118.85,118.83,20.22,43.11,56.01,4.61
6409 旭隼,6409,6409,2022/6/30,31,電子零組件,M23D,TEJT11  電子- 電源供應器,1392.99,2,14.71,19.74,6.95,56.37,69.93,69.93,91.52,114.55,107.66,107.66,107.62,30.47,27,57.07,4.24
6409 旭隼,6409,6409,2022/3/31,31,電子零組件,M23D,TEJT11  電子- 電源供應器,1407.45,1,5.75,11.7,4.84,23.44,26.2,26.2,37.45,19.54,18.32,18.32,18.24,23.98,10.3,59.91,0.63
6409 旭隼,6409,6409,2021/12/30,31,電子零組件,M23D,TEJT11  電子- 電源供應器,1489.4,4,7.27,12.83,5.28,35.88,35.87,35.87,40.08,46.66,38.64,38.64,38.57,12.27,6.91,17.72,1.45
6409 旭隼,6409,6409,2021/9/30,31,電子零組件,M23D,TEJT11  電子- 電源供應器,1648.46,3,7.91,14.22,5.03,24.56,7.48,7.48,8.53,22.82,25.25,25.25,25.3,-1.52,3.98,19.67,1.06
6409 旭隼,6409,6409,2021/6/30,31,電子零組件,M23D,TEJT11  電子- 電源供應器,1273.05,2,7.09,11.37,4.34,5.25,-14.26,-14.26,-19.51,-21.34,-22.07,-22.07,-22.05,24.45,5.9,23.68,-1.23
6409 旭隼,6409,6409,2021/3/31,31,電子零組件,M23D,TEJT11  電子- 電源供應器,1045.89,1,4.87,8.29,3.74,35.79,9.24,9.24,14.32,5.13,5.47,5.47,5.51,23.65,9.8,25.67,0.32
6411 晶焱,6411,6411,2023/6/30,24,半導體,M23G,TEJT17  電子- IC設計,109.27,2,1.66,3.35,2.47,-24.44,-22.78,-22.78,-32.73,-29.88,-28.9,-28.9,-28.65,-8.55,9.89,-0.22,-1.03
6411 晶焱,6411,6411,2023/3/31,24,半導體,M23G,TEJT17  電子- IC設計,119.47,1,1,1.95,1.45,-31.94,-24.94,-24.94,-44.98,-58.59,-58.2,-58.2,-58.58,-18.34,-3.51,-3.63,-2.04
6411 晶焱,6411,6411,2022/12/30,24,半導體,M23G,TEJT17  電子- IC設計,80.68,4,-0.7,-1.84,-1.33,-67.36,-92.8,-92.8,-115.6,-125.07,-123.08,-123.08,-123.64,-10.07,-1.09,-5.47,-6.78
6411 晶焱,6411,6411,2022/9/30,24,半導體,M23G,TEJT17  電子- IC設計,83.56,3,1.1,2.4,1.56,-48.97,-60.57,-60.57,-92.91,-59.81,-60.6,-60.6,-60.1,7.39,9.24,-4.91,-2.17
6411 晶焱,6411,6411,2022/6/30,24,半導體,M23G,TEJT17  電子- IC設計,101.36,2,2.36,4.93,3.05,10.84,24.8,24.8,9.77,50.59,44.76,44.76,47.62,19.08,1.41,-4.67,0.95
6411 晶焱,6411,6411,2022/3/31,24,半導體,M23G,TEJT17  電子- IC設計,159.75,1,2.23,4.59,2.99,-11.47,-3.19,-3.19,-20.42,3.21,1.89,1.89,-0.12,48.27,15.96,15.52,0.12
6411 晶焱,6411,6411,2021/12/30,24,半導體,M23G,TEJT17  電子- IC設計,217.44,4,3.64,8.44,5.75,27.73,77.4,77.4,108.58,105.42,93.89,93.89,95.94,39.84,16.44,49.82,2.96
6411 晶焱,6411,6411,2021/9/30,24,半導體,M23G,TEJT17  電子- IC設計,177.5,3,2.74,6.31,4.43,20.97,59.29,59.29,70.98,84.47,84.62,84.62,84.55,40.55,25.44,194.95,2.07
6411 晶焱,6411,6411,2021/6/30,24,半導體,M23G,TEJT17  電子- IC設計,136.35,2,1.69,3.61,2.72,23.39,42.81,42.81,46.07,42.84,46.98,46.98,46.27,47.24,57.83,193.78,1.04
6411 晶焱,6411,6411,2021/3/31,24,半導體,M23G,TEJT17  電子- IC設計,124.35,1,2.25,5.17,4.18,52.01,74.62,74.62,128.49,89.45,89.54,89.54,92.22,27.29,39.67,140.94,2.09
6412 群電,6412,6412,2023/6/30,28,電子零組件,M23D,TEJT11  電子- 電源供應器,90.8,2,1.98,4.38,1.89,-9.74,9.21,9.21,10.21,5.72,2.34,2.34,16.11,-13.13,6.81,9.08,0.03
6412 群電,6412,6412,2023/3/31,28,電子零組件,M23D,TEJT11  電子- 電源供應器,81,1,1.47,5.21,2.27,-20.98,-11.14,-11.14,-20.01,-21.49,-23.23,-23.23,-42.44,-10.97,11.64,10.45,-0.55
6412 群電,6412,6412,2022/12/30,28,電子零組件,M23D,TEJT11  電子- 電源供應器,67.81,4,1.9,5.22,2.24,-10.57,1.56,1.56,6.59,0.11,-2.21,-2.21,-4.77,-8.65,14.23,12.16,0.05
6412 群電,6412,6412,2022/9/30,28,電子零組件,M23D,TEJT11  電子- 電源供應器,62.14,3,2.44,9.04,3.47,6.62,20.3,20.3,32.68,18.81,17.77,17.77,37.88,4.75,17.5,12.6,0.66
6412 群電,6412,6412,2022/6/30,28,電子零組件,M23D,TEJT11  電子- 電源供應器,64.93,2,1.95,6.31,2.19,6.69,-0.54,-0.54,-3.83,12.47,17.12,17.12,38.95,8.67,16.06,11.11,0.56
6412 群電,6412,6412,2022/3/31,28,電子零組件,M23D,TEJT11  電子- 電源供應器,71.97,1,1.93,9.64,3.36,5.12,5.81,5.81,17.46,24.95,30.39,30.39,44.37,12.68,16.74,11.5,0.74
6412 群電,6412,6412,2021/12/30,28,電子零組件,M23D,TEJT11  電子- 電源供應器,67.89,4,1.96,8.03,2.91,14.76,16.36,16.36,36.23,36.66,33.93,33.93,113.02,19.23,16.61,12.88,0.84
6412 群電,6412,6412,2021/9/30,28,電子零組件,M23D,TEJT11  電子- 電源供應器,58.24,3,2.09,8.11,2.84,4.91,-6.34,-6.34,-7.45,6.53,11.84,11.84,51.71,22.16,15.99,17.31,0.51
6412 群電,6412,6412,2021/6/30,28,電子零組件,M23D,TEJT11  電子- 電源供應器,62.93,2,1.68,6.45,2.13,4.2,-3.05,-3.05,5.23,-4.85,-4.26,-4.26,-2.27,20.2,18.16,37.18,0.09
6412 群電,6412,6412,2021/3/31,28,電子零組件,M23D,TEJT11  電子- 電源供應器,67.58,1,1.49,6.6,2.28,48.78,61.83,61.83,117.41,330.68,341.5,341.5,40.42,43.75,20.81,43.36,1.96
6414 樺漢,6414,6414,2023/6/30,25,主機板,M23B,TEJT02  電子- 主機板,261.17,2,5.14,5.11,1.93,19.88,26.91,26.91,53.18,62.31,42.92,54.68,16.26,14.92,38.32,0.73,0.49
6414 樺漢,6414,6414,2023/3/31,25,主機板,M23B,TEJT02  電子- 主機板,253.52,1,4.64,2.73,0.98,31.46,24.85,24.85,107.66,60.42,53.4,64.37,26.08,14.8,25.27,-3.35,0.36
6414 樺漢,6414,6414,2022/12/30,25,主機板,M23B,TEJT02  電子- 主機板,194.68,4,19.32,18.75,6.33,-17.22,-43.67,-43.67,-99.32,-149.32,475.89,-173.86,-84.16,18.42,36.15,-8.08,-1.2
6414 樺漢,6414,6414,2022/9/30,25,主機板,M23B,TEJT02  電子- 主機板,182.24,3,6.14,6.24,2,59.91,49.9,49.9,66.78,101.64,63.39,82.89,101.32,18.49,22.19,-1.51,0.7
6414 樺漢,6414,6414,2022/6/30,25,主機板,M23B,TEJT02  電子- 主機板,198.17,2,4.17,3.68,1.21,5.94,-12.25,-12.25,3.9,53.23,46.81,31.04,61.91,10.72,13.92,-4.82,0.15
6414 樺漢,6414,6414,2022/3/31,25,主機板,M23B,TEJT02  電子- 主機板,187.06,1,2.98,3.93,1.26,7.34,-7.12,-7.12,3.09,36.02,42.36,32.84,56.15,10.74,13.54,-0.07,0.16
6414 樺漢,6414,6414,2021/12/30,25,主機板,M23B,TEJT02  電子- 主機板,219,4,5.26,1.2,0.37,13.62,-3.44,-3.44,-35.73,20.23,6.62,6.62,-5.12,8.09,3.06,0.14,0.02
6414 樺漢,6414,6414,2021/9/30,25,主機板,M23B,TEJT02  電子- 主機板,171.8,3,3.7,1.71,0.53,10.8,8.69,8.69,-8.65,8.98,16.66,16.66,4.17,5.5,-0.62,26.87,0.22
6414 樺漢,6414,6414,2021/6/30,25,主機板,M23B,TEJT02  電子- 主機板,195.45,2,2.95,1.38,0.44,22.88,10.55,10.55,5.76,-9.37,1.63,1.63,1.54,6.9,5.25,41.55,0.1
6414 樺漢,6414,6414,2021/3/31,25,主機板,M23B,TEJT02  電子- 主機板,216.43,1,2,-0.69,-0.23,13,4.23,4.23,-2.87,6.25,2.22,2.22,-9.15,9.31,6.76,43.48,0.09
6415 矽力*-KY,6415,6415,2023/6/30,24,半導體,M23G,TEJT17  電子- IC設計,385,,,,,,,,,,,,,,,,
6415 矽力*-KY,6415,6415,2023/3/31,24,半導體,M23G,TEJT17  電子- IC設計,479.5,1,0.57,0.56,0.49,-42.95,-52.56,-52.56,-112.14,-91.88,-89.36,-89.36,-98.48,17.66,19.58,23.37,-4.05
6415 矽力*-KY,6415,6415,2022/12/30,24,半導體,M23G,TEJT17  電子- IC設計,432.66,4,2.38,0.63,0.55,-23.65,-28.16,-28.16,-65.84,-43.46,-38.02,-38.02,-53.61,32.39,30.25,26.6,-1.38
6415 矽力*-KY,6415,6415,2022/9/30,24,半導體,M23G,TEJT17  電子- IC設計,417.3,3,3.87,8.12,7.11,1.3,-6.7,-6.7,-28.23,-22.08,-21.55,-21.55,-16.93,44.35,37.33,27.14,-1.21
6415 矽力*-KY,6415,6415,2022/6/30,24,半導體,M23G,TEJT17  電子- IC設計,593.49,2,5.53,8.4,7.22,29.34,29.65,29.65,23.81,35.67,39.09,39.09,42.23,39.74,38.98,14.32,2.1
6415 矽力*-KY,6415,6415,2022/3/31,24,半導體,M23G,TEJT17  電子- IC設計,849.96,1,16.74,10.37,9.04,44.04,61.64,61.64,77.28,73.54,68.67,68.67,69.32,41.99,29.86,19.19,2.58
6415 矽力*-KY,6415,6415,2021/12/30,24,半導體,M23G,TEJT17  電子- IC設計,1238.54,4,14.82,6.17,5.63,50.89,84.23,84.23,134.59,41.76,28.66,28.66,117.26,34.11,31.76,23.57,1.29
6415 矽力*-KY,6415,6415,2021/9/30,24,半導體,M23G,TEJT17  電子- IC設計,1011.78,3,19.69,8.65,7.8,62.31,86.69,86.69,136.74,161.46,147.42,147.42,150.77,31.75,31.14,20.77,5.08
6415 矽力*-KY,6415,6415,2021/6/30,24,半導體,M23G,TEJT17  電子- IC設計,931.69,2,16.31,6.15,5.54,59.3,68.76,68.76,116.99,138.62,117.11,117.11,106.23,26.51,25.5,17.27,4.02
6415 矽力*-KY,6415,6415,2021/3/31,24,半導體,M23G,TEJT17  電子- IC設計,566.64,1,10.69,5.06,4.66,46.48,40.42,40.42,52.32,47.89,40.34,40.34,32.22,21.66,21.66,4.6,1.47
6416 瑞祺電通,6416,6416,2023/6/30,27,網路設備,M23E,TEJT15  電子- 網通,94.01,2,1.4,2.55,1.7,-19.31,-18.71,-18.71,-34.82,-27.55,-26.78,-26.78,-23.27,0.41,6.06,449.37,-0.65
6416 瑞祺電通,6416,6416,2023/3/31,27,網路設備,M23E,TEJT15  電子- 網通,109.81,1,1.3,2.92,1.93,-4.47,27.99,27.99,86.99,39.78,46.37,46.37,44.84,12.02,2.72,421.4,0.62
6416 瑞祺電通,6416,6416,2022/12/30,27,網路設備,M23E,TEJT15  電子- 網通,83.9,4,1.25,2.94,1.9,0,10.78,10.78,29.48,19.5,37.81,37.81,31.41,6.93,9.87,-9.54,0.51
6416 瑞祺電通,6416,6416,2022/9/30,27,網路設備,M23E,TEJT15  電子- 網通,87.75,3,1.9,4.63,2.95,27.02,62.26,62.26,210.72,196.36,214.82,214.82,230.87,12.07,8.99,,2
6416 瑞祺電通,6416,6416,2022/6/30,27,網路設備,M23E,TEJT15  電子- 網通,76.6,2,1.81,3.79,2.57,12.26,44.11,44.11,177.91,199.12,206.68,206.68,201.34,7.78,-3.04,,1.98
6416 瑞祺電通,6416,6416,2022/3/31,27,網路設備,M23E,TEJT15  電子- 網通,86.69,1,0.89,2.49,1.69,-9.2,-18.44,-18.44,-37.44,-13.18,-9.73,-9.73,-9.63,-2.76,-1.1,,-0.14
