公司,證券代碼,證期會代碼,年月日,TSE 產業別,TEJ產業_名稱,TEJ產業_代碼,TEJ產業指數,收盤價(元),季別,每股盈餘,ROE－綜合損益,ROA－綜合損益,營收成長率,營業毛利成長率,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,折舊性FA成長率,總資產報酬成長率
2702 華園,2702,2702,2022/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,19.53,2,0.5,3.78,1.22,118.57,141.12,141.12,301.42,276.05,202.98,202.63,204.46,18.08,230.19,37.8,1.6
2702 華園,2702,2702,2022/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,17.67,1,0.04,1.64,0.53,48.54,73.27,73.27,42.07,83.6,110.96,110.96,109.45,15.96,191.45,21.82,0.65
2702 華園,2702,2702,2021/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,18.31,4,17.71,109.29,23.35,45.29,83.84,83.84,58.18,71.59,1502.52,67.98,-32089.34,22.39,186.73,18,1.13
2702 華園,2702,2702,2021/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,18.06,3,-0.33,-4.58,-0.49,28,44.6,44.6,110.49,69.56,16.93,64.58,74.06,9.58,-27.95,-19.93,0.29
2702 華園,2702,2702,2021/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,18.24,2,-0.48,-8.7,-1.06,66.43,181.27,181.27,74.42,39.87,34.2,33.98,33.98,-2.36,-28.75,-16.44,0.25
2702 華園,2702,2702,2021/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,12.6,1,-0.36,-4.04,-0.54,-42.42,-54.35,-54.35,-335.54,-70.13,-633.1,-633.1,-633.1,-5.68,-28.64,-10.5,-0.67
2704 國賓,2704,2704,2023/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,52.3,2,1.36,38.29,29.97,11.24,542.87,542.87,86.79,5295.34,3897.1,3897.1,-28.78,38.25,79.81,-28.79,2.26
2704 國賓,2704,2704,2023/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,34.81,1,0.54,14.36,10.62,-12.81,-11.86,-11.86,-64.31,4729.47,2774.94,2774.94,-603.05,24.34,27.48,-76.55,1.03
2704 國賓,2704,2704,2022/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,32.29,4,2.73,9.98,7.16,-5.21,-308.2,-308.2,-529.06,3429.73,2821.07,2821.07,-434.71,8.68,12.41,-78.23,6.2
2704 國賓,2704,2704,2022/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,30.8,3,0.22,-4.48,-2.96,34.18,1503.6,1503.6,29.51,18.82,18.41,18.41,12.53,13.88,6.23,-59.23,0.17
2704 國賓,2704,2704,2022/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,32.14,2,0.03,3.37,2.26,-10.71,36.13,36.13,7.93,111.45,110.94,110.94,-16.35,39.96,10.18,-62.54,0.9
2704 國賓,2704,2704,2022/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,33.08,1,-0.02,1.81,1.3,-19.4,-19.82,-19.82,-29.42,20.13,-12.2,-12.2,-45.15,22.23,9.21,-0.17,0.07
2704 國賓,2704,2704,2021/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,30.8,4,-0.1,5.34,3.88,-25.14,-9.51,-9.51,25.64,39.97,19.41,19.41,-7.76,29.01,6.83,-1.23,0.15
2704 國賓,2704,2704,2021/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,28.72,3,0.19,-0.82,-0.64,-52.22,-104.24,-104.24,-26.51,-12.14,-26.78,-26.78,89.65,20.61,4.37,-2.59,-0.15
2704 國賓,2704,2704,2021/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,27.73,2,-0.31,2.48,1.99,-17.23,-158.21,-158.21,-80.91,-2881.43,-418.32,-418.32,-64.1,22.17,7.62,-1.91,-0.64
2704 國賓,2704,2704,2021/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,29.17,1,-0.02,-0.39,-0.33,-0.29,-7.62,-7.62,-31.22,75.6,72.56,72.56,-59.52,20.71,10.61,-1.74,0.18
2705 六福,2705,2705,2023/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,24.5,2,-0.49,-2.06,-0.64,134.18,274.44,274.44,81.05,62.87,62.87,62.87,62.51,-0.14,-1.45,-5.61,1.03
2705 六福,2705,2705,2023/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,17.1,1,-0.26,-1,-0.31,50.55,394.48,394.48,96.21,64.95,64.95,64.95,64.95,-0.36,-4.33,-5.69,0.61
2705 六福,2705,2705,2022/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,16.7,4,0.19,0.73,0.23,11.29,22.93,22.93,25.44,-87,-87,-87,127.33,-1.75,-5.98,-4.69,-1.56
2705 六福,2705,2705,2022/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,16.65,3,0.21,0.86,0.27,161.05,466.79,466.79,126.98,121.18,121.18,121.18,120.98,-0.82,-0.92,-23.79,1.41
2705 六福,2705,2705,2022/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,17.15,2,-1.31,-5.02,-1.59,3.28,14.45,14.45,0,-26.04,-26.05,-26.05,-44.61,-1.49,-5.4,-24.53,-0.33
2705 六福,2705,2705,2022/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,17.2,1,-0.74,-2.74,-0.89,-3.65,14.2,14.2,27.56,12.36,12.36,12.36,12.38,29.93,187.95,-24.9,0.12
2705 六福,2705,2705,2021/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,17.55,4,1.44,5.97,1.91,18.47,71.61,71.61,164.7,3454.13,3457.38,3457.38,126.86,30.78,171.07,-25.26,1.65
2705 六福,2705,2705,2021/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,18.15,3,-0.99,-3.76,-1.2,-62.15,-128.62,-128.62,-484.87,-1016.98,-1394,-1394,-1418.19,26.83,157.04,-5.54,-1.26
2705 六福,2705,2705,2021/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,18.1,2,-1.05,95,23.36,-12.43,-96.07,-96.07,-1.67,-33.31,-33.31,-33.31,-15.33,27.43,168.87,-5.26,-0.47
2705 六福,2705,2705,2021/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,20.15,1,-0.87,-8.77,-1.33,1.74,45.64,45.64,2.72,11.2,11.2,11.2,11.21,-3.13,-13.89,-5.98,0.15
2706 第一店,2706,2706,2023/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,17.95,2,0.16,3.38,2.92,48.58,16.93,16.93,19.03,-33.25,-39.47,-39.47,-39.49,7.41,7.34,,-0.45
2706 第一店,2706,2706,2023/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,14.7,1,0.06,0.44,0.38,37.69,16.03,16.03,17.39,-1.65,-1.45,-1.45,-1.52,6.39,7.07,,0
2706 第一店,2706,2706,2022/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,14.15,4,0.05,1.07,0.93,3.68,6.33,6.33,2.27,177.8,177.07,177.07,177.03,6.22,7.14,-13.4,0.16
2706 第一店,2706,2706,2022/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,14.5,3,0.23,3.98,3.41,41.47,49.24,49.24,63.13,118.76,106.36,106.36,106.35,7.58,8.17,,0.55
2706 第一店,2706,2706,2022/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,13.86,2,0.26,2.11,1.82,21.26,22.38,22.38,22.85,486.92,535.58,535.58,535.66,3.33,2.67,,1.03
2706 第一店,2706,2706,2022/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,14.01,1,0.06,0.5,0.43,2.31,5.7,5.7,4.47,507.15,529.97,529.97,529.52,1.17,1.5,,0.37
2706 第一店,2706,2706,2021/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,14.26,4,0.02,2.04,1.75,2.22,6.88,6.88,10.77,-87.57,-87.73,-87.73,-87.73,-0.48,-0.46,-13.11,-0.68
2706 第一店,2706,2706,2021/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,14.16,3,0.11,-0.4,-0.34,-23.01,-19.99,-19.99,-26.8,609.85,286.75,286.75,286.99,-1.45,0.15,,0.4
2706 第一店,2706,2706,2021/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,14.74,2,0.04,0.2,0.17,14.08,23.24,23.24,33.18,-20.74,12.05,12.05,12.09,-2.34,0.02,,0.02
2706 第一店,2706,2706,2021/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,13.72,1,-0.01,-1.45,-1.24,-7.63,-6.33,-6.33,-2.69,-115.74,-114.86,-114.86,-114.87,-1.25,-1.39,,-0.54
2707 晶華,2707,2707,2023/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,259.5,2,2.7,9.61,3.73,53.42,131.5,131.5,288.83,192.05,241,241,241.56,-3.96,5.22,-5.88,2.46
2707 晶華,2707,2707,2023/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,270.79,1,2.84,8.55,3.52,22.39,35.03,35.03,48.83,40.96,37.74,37.74,40.53,-5.1,0.41,-7.24,0.96
2707 晶華,2707,2707,2022/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,249.92,4,2.35,6.66,2.98,22.93,11.18,11.18,39.49,23.11,4.03,4.03,-2.87,-4.75,-8.84,-7.86,0.14
2707 晶華,2707,2707,2022/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,185.86,3,2.07,9.73,3.95,46.35,291.23,291.23,792.89,-77.39,-80.47,-80.47,361.78,-8.3,-9.29,-10.6,-11.32
2707 晶華,2707,2707,2022/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,161.11,2,0.69,3.64,1.31,1.53,53.62,53.62,686.4,102.1,-3.28,-3.28,-3.98,15.28,16.97,,-0.13
2707 晶華,2707,2707,2022/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,155,1,1.97,7.23,2.97,-8.12,-3.42,-3.42,9.51,-3.63,-4.78,-4.78,0.38,0.97,16.6,-12.5,-0.31
2707 晶華,2707,2707,2021/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,136.08,4,2.31,6.17,2.84,-13.24,9.43,9.43,16.23,17.56,28.36,28.36,35.58,0.52,41.43,-12.31,0.44
2707 晶華,2707,2707,2021/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,132.02,3,11.8,36.52,14.98,-32.59,-70.16,-70.16,-119.68,482.58,573.96,573.96,-152.65,0.36,40.9,-12.6,13.44
2707 晶華,2707,2707,2021/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,127.52,2,0.87,1.77,0.59,1.51,-25.39,-25.39,-146.08,-30.37,8.92,8.92,19.69,-14.01,4.72,,0.16
2707 晶華,2707,2707,2021/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,136.25,1,2.11,7.52,2.41,13.62,37.65,37.65,76.95,88.11,87.27,87.27,68.35,-0.95,3.67,-8.38,1.2
2712 遠雄來,2712,2712,2023/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,41.5,2,0.03,0.24,0.16,137.05,423.01,423.01,109.45,109.22,107.28,107.28,107.31,9.47,6.1,8.6,2.69
2712 遠雄來,2712,2712,2023/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,35.47,1,0.13,1.14,0.75,51.88,77.76,77.76,1107.29,418.73,310.71,310.71,337.49,21.39,3.08,16.05,0.85
2712 遠雄來,2712,2712,2022/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,31.98,4,0.12,1.23,0.83,61.96,130.15,130.15,305.9,346.39,340.95,340.95,388.25,27.93,2.21,19.96,1.15
2712 遠雄來,2712,2712,2022/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,33.32,3,0.46,4.07,2.85,244.08,2305.45,2305.45,299.15,431.51,430.75,430.75,513.38,24.25,0.92,19.59,4.16
2712 遠雄來,2712,2712,2022/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,36.22,2,-0.38,-3.4,-2.55,-0.56,-1389.92,-1389.92,-87.74,-103.79,-143.85,-143.85,-144.42,13.07,-4.27,13.65,-1.36
2712 遠雄來,2712,2712,2022/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,37.11,1,0.03,0.28,0.23,-21.02,-44.28,-44.28,-92.81,-82.59,-78.01,-78.01,-79.36,2.82,-7.82,6.19,-0.72
2712 遠雄來,2712,2712,2021/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,42.6,4,-0.05,-0.04,-0.03,-39.96,-65.06,-65.06,-127.86,-124.28,-129,-129,-130.12,-3.49,-6.98,1.2,-1.61
2712 遠雄來,2712,2712,2021/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,37.81,3,-0.14,-1.21,-1.02,-71.5,-103.68,-103.68,-135.14,-117.94,-121.43,-121.43,-121.85,-4.05,-5.58,-1.34,-5.72
2712 遠雄來,2712,2712,2021/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,36.28,2,-0.16,-1.31,-1.13,-39.25,-96.34,-96.34,-1343.06,-272.22,-243.18,-243.18,-243.22,0.84,0.99,-2.55,-1.89
2712 遠雄來,2712,2712,2021/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,38.1,1,0.15,1.2,1.04,38.01,89.02,89.02,5496.73,101542.11,154600,154600,1545700,3.83,9.57,-2.56,1.04
2718 晶悅,2718,2718,2023/6/30,14,建設,M25A,TEJN17  傳產- 營建,46.55,2,3.4,14.89,7.49,3360.67,34195.43,34195.43,4097.43,3884.9,3534.73,3534.73,3534.73,-2.05,40.42,964.1,7.07
2718 晶悅,2718,2718,2023/3/31,14,建設,M25A,TEJN17  傳產- 營建,48.5,1,3.03,15.3,6.06,3538.37,35547.05,35547.05,3191.75,3270.89,2745.59,2745.59,2745.59,37,13.46,,6.39
2718 晶悅,2718,2718,2022/12/30,14,建設,M25A,TEJN17  傳產- 營建,32.3,4,-0.19,-1.02,-0.37,-22.96,-27.23,-27.23,-28.07,19.77,17.32,17.32,-12.79,49.13,21.57,,0.07
2718 晶悅,2718,2718,2022/9/30,14,建設,M25A,TEJN17  傳產- 營建,34.3,3,-0.16,-1.05,-0.41,48.43,1.05,1.05,-152.86,-204.51,-183.58,-183.58,-183.58,44.99,21.05,,-0.11
2718 晶悅,2718,2718,2022/6/30,14,建設,M25A,TEJN17  傳產- 營建,32.7,2,-0.1,-0.63,-0.29,155.75,156.38,156.38,2.94,-11.13,-2.64,-2.64,-2.64,47.41,22.02,,0.06
2718 晶悅,2718,2718,2022/3/31,14,建設,M25A,TEJN17  傳產- 營建,34.1,1,-0.12,-1.02,-0.49,68.97,66.14,66.14,-36.66,-50.62,-51.25,-51.25,-51.25,23.89,21.49,,-0.11
2718 晶悅,2718,2718,2021/12/30,14,建設,M25A,TEJN17  傳產- 營建,34.05,4,-0.27,-1.44,-0.64,33411.25,561.37,561.37,9.84,-48.16,-71.5,-70.33,-21.57,42.18,54.13,,-0.27
2718 晶悅,2718,2718,2021/9/30,14,建設,M25A,TEJN17  傳產- 營建,27.9,3,-0.07,-0.26,-0.12,12700,377.74,377.74,17.7,-16.05,-19.97,-35.78,15.22,53.68,58.92,-100,-0.04
2718 晶悅,2718,2718,2021/6/30,14,建設,M25A,TEJN17  傳產- 營建,26,2,-0.11,-1.07,-0.54,153.73,-71.07,-71.07,-105.73,-142.03,70,-142.78,-131.02,41.57,59.77,-100,-1.16
2718 晶悅,2718,2718,2021/3/31,14,建設,M25A,TEJN17  傳產- 營建,34.85,1,-0.1,-0.37,-0.18,-40.72,134.27,134.27,8.51,79.01,92.02,78.7,-117.56,38.42,56.98,-100,1
2719 燦星旅,2719,2719,2023/6/30,16,旅行社,M27C,TEJN20  傳產- 觀光餐飲,92,2,-0.09,-1.21,-0.85,1401.76,560.38,560.38,-21.15,34.95,39.23,39.23,39.23,201.91,1479.58,-1.12,0.53
2719 燦星旅,2719,2719,2023/3/31,16,旅行社,M27C,TEJN20  傳產- 觀光餐飲,51.1,1,0.02,0.22,0.16,1809.38,1407.06,1407.06,9.45,113.08,113.38,113.38,113.38,202.32,1112.79,-0.83,1.39
2719 燦星旅,2719,2719,2022/12/30,16,旅行社,M27C,TEJN20  傳產- 觀光餐飲,33.6,4,-0.35,-2.6,-1.89,456.49,-1151.45,-1151.45,-162.48,-292.98,-296.46,-296.46,-296.46,184.56,910.58,-1.69,-1.33
2719 燦星旅,2719,2719,2022/9/30,16,旅行社,M27C,TEJN20  傳產- 觀光餐飲,23.5,3,-0.27,-4.72,-2.58,198.19,-53.87,-53.87,-23.86,-19.29,-19.92,-19.92,-19.67,223.59,868.04,-2.13,-0.9
2719 燦星旅,2719,2719,2022/6/30,16,旅行社,M27C,TEJN20  傳產- 觀光餐飲,26.45,2,-0.54,-27.21,-4.21,50.49,141.23,141.23,19,25.22,25.91,25.91,25.91,4.62,-50.36,-2.92,1.44
2719 燦星旅,2719,2719,2022/3/31,16,旅行社,M27C,TEJN20  傳產- 觀光餐飲,27.18,1,-0.24,-17.73,-3.57,-35.48,-29.5,-29.5,37.59,45.05,44.77,44.77,44.77,8.29,-22.17,-5.09,2.65
2719 燦星旅,2719,2719,2021/12/30,16,旅行社,M27C,TEJN20  傳產- 觀光餐飲,23.63,4,-0.1,-6.48,-1.45,-47.05,-84.72,-84.72,32.05,77.03,77.16,77.16,77.16,7.24,-27.03,-5.92,4.84
2719 燦星旅,2719,2719,2021/9/30,16,旅行社,M27C,TEJN20  傳產- 觀光餐飲,22,3,-0.32,-18.35,-4.57,-78.35,-50.03,-50.03,43.74,52.28,52.49,52.49,52.39,35.91,-35.86,1269.99,4.36
2719 燦星旅,2719,2719,2021/6/30,16,旅行社,M27C,TEJN20  傳產- 觀光餐飲,21.18,2,-0.42,-22.95,-6.05,4.34,-79.08,-79.08,39.84,37.41,37.16,37.16,28.94,11.38,144.22,1076.92,2.89
2719 燦星旅,2719,2719,2021/3/31,16,旅行社,M27C,TEJN20  傳產- 觀光餐飲,25.45,1,-0.48,-24.11,-6.97,-91.83,-89.62,-89.62,49.51,48.04,48.52,48.52,48.57,7.28,12.53,595.63,5.37
2722 夏都,2722,2722,2023/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,95,2,0.21,0.5,0.39,25.69,34.5,34.5,128.38,175.75,207.43,207.43,207.43,9.64,17.61,4.54,0.5
2722 夏都,2722,2722,2023/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,48.02,1,0.2,4.28,3.27,6.39,7.1,7.1,17.73,114.69,143.57,143.57,20.64,5.22,13.87,5.09,0.56
2722 夏都,2722,2722,2022/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,31.33,4,0.15,1.25,0.91,-3.36,-11.03,-11.03,-40.84,-43.91,-53.31,-53.31,-53.31,3.38,1.77,1.17,-0.69
2722 夏都,2722,2722,2022/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,30.76,3,1.03,5.97,4.29,167.78,475.24,475.24,913.48,5556.9,4315.57,4315.57,4315.92,4.04,0.15,0.69,4.08
2722 夏都,2722,2722,2022/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,31.14,2,0.09,-4.54,-3.28,55.55,264.79,264.79,137.2,136.3,125.99,125.99,125.99,-4.35,-11.03,0.44,1.34
2722 夏都,2722,2722,2022/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,29.45,1,0.11,0.21,0.16,2.17,9.43,9.43,40.99,59.12,55.85,55.85,54.94,7.97,2.02,-0.36,0.16
2722 夏都,2722,2722,2021/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,29.82,4,0.31,-0.35,-0.26,11.15,22.52,22.52,104.05,75.18,110.67,110.67,109.84,4.83,2.07,-0.56,0.67
2722 夏都,2722,2722,2021/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,31.6,3,0.04,-5.87,-4.46,-58.23,-78.67,-78.67,-116.9,-97.43,-96.9,-96.9,-96.9,4.69,5.87,-0.56,-2.89
2722 夏都,2722,2722,2021/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,28.19,2,-0.24,10.72,8.25,-24.69,-51.81,-51.81,-109.41,-3420.2,-3142.22,-3142.22,-3142.22,11.02,17.55,-1.45,-1.3
2722 夏都,2722,2722,2021/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,27.48,1,0.07,0.25,0.2,18.05,62.33,62.33,175.29,163.59,148.36,148.36,148.66,3.44,8.51,-1.97,0.75
2723 美食-KY,2723,2723,2023/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,143.5,,,,,,,,,,,,,,,,
2723 美食-KY,2723,2723,2023/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,142.65,1,1.38,2.32,1.23,7.14,6.54,6.54,0.21,-0.28,-0.63,-0.63,-7.31,-2.78,-3.33,14.81,-0.08
2723 美食-KY,2723,2723,2022/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,149.04,4,0.71,-0.58,-0.3,2.25,-0.57,-0.57,-35.71,-30.75,-32.48,-32.48,-41.75,-1.58,-1.18,16.29,-0.33
2723 美食-KY,2723,2723,2022/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,103.79,3,0.92,3.31,1.68,1.21,-2.3,-2.3,-39.52,-38.01,-39.08,-39.08,-38.08,1.07,1.2,9.48,-0.68
2723 美食-KY,2723,2723,2022/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,108.71,2,-0.27,-0.23,-0.12,-10.23,-14.17,-14.17,-107.19,-105.54,-108.63,-108.63,-100.62,-0.82,-6.09,-5.58,-2.31
2723 美食-KY,2723,2723,2022/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,87.7,1,1.33,4.69,2.5,-0.47,-0.05,-0.05,-8.07,-3.33,-4.48,-4.48,5.45,-2.76,5.13,-8.12,-0.33
2723 美食-KY,2723,2723,2021/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,105.4,4,0.99,1.8,0.95,-4.17,-5.62,-5.62,-43.89,-49.51,-54.22,-54.22,-45.16,-6.11,2.37,-11.88,-1.78
2723 美食-KY,2723,2723,2021/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,136.79,3,1.49,2.48,1.3,-4.33,-6.04,-6.04,-38.02,-32.85,-33.88,-33.88,-32.67,-8.15,5.06,-11.61,-1.09
2723 美食-KY,2723,2723,2021/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,155.69,2,2.2,2.84,1.45,10.34,13.09,13.09,34.13,85.79,91.92,91.92,103.36,-4.5,14.7,-9.04,0.5
2723 美食-KY,2723,2723,2021/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,159.34,1,1.4,1.86,0.91,3.68,2.83,2.83,135.9,341.67,365.46,365.46,153.75,-4.99,6.44,-10.03,0.47
2724 富驛-KY,2724,2724,2023/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,13.45,,,,,,,,,,,,,,,,
2724 富驛-KY,2724,2724,2023/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,15.5,1,-0.03,-0.61,-0.2,-45.64,-70.8,-70.8,51.83,92.15,90.95,90.95,57.43,-12.47,-7.77,-39.64,2.13
2724 富驛-KY,2724,2724,2022/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,13.55,4,-0.11,-2.96,-0.95,-59.37,-61.8,-61.8,69.86,66.38,67.34,67.34,67.3,-13.49,-12.72,-35.43,1.46
2724 富驛-KY,2724,2724,2022/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,14.5,3,-0.05,-1.07,-0.34,-11.57,-6.61,-6.61,249.28,48.04,37.76,37.76,43.92,11.43,165.59,-33.82,0.15
2724 富驛-KY,2724,2724,2022/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,14.9,2,-0.13,-3.45,-1.07,-26.68,-40.12,-40.12,70.3,45.76,44.12,44.12,42.77,9.1,153.4,-31.83,0.7
2724 富驛-KY,2724,2724,2022/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,14.5,1,-0.3,-6.12,-1.92,-47.58,-2.89,-2.89,-275.98,-300.96,-300.96,-300.96,-310.78,7.01,129.24,-29.72,-1.68
2724 富驛-KY,2724,2724,2021/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,17.8,4,-0.51,-10.84,-2.56,-56.28,-18.91,-18.91,28.94,-10.64,-13.3,-13.3,-13.1,18.87,4764.76,-30.06,-0.43
2724 富驛-KY,2724,2724,2021/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,11,3,-0.06,-5.77,-0.77,-75.82,36.77,36.77,71.47,67.06,67.45,67.45,56.88,-7.78,8005.36,-29.14,0.38
2724 富驛-KY,2724,2724,2021/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,12.2,2,-0.18,-13.45,-1.87,-48.47,218.3,218.3,72.16,82.77,82.34,82.34,42.55,-26.6,652.82,-90.47,7.58
2724 富驛-KY,2724,2724,2021/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,9.86,1,-0.07,-8.86,-0.7,-51.21,216.09,216.09,91.71,88.18,88.18,88.18,88.46,-22.31,1073.57,-91.5,3.64
2726 雅茗-KY,2726,2726,2023/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,26.75,,,,,,,,,,,,,,,,
2726 雅茗-KY,2726,2726,2023/3/31,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,29.35,1,-0.33,-5.7,-1.82,-20.24,4.68,4.68,89.13,-201.55,-3852.06,-3852.06,79.51,-40.06,-54.19,,-3.92
2726 雅茗-KY,2726,2726,2022/12/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,23.1,4,-3.13,-36.85,-13.41,-41.04,-47.32,-47.32,1.39,11.55,-66.03,-66.03,-88.68,-41.6,-49.69,-28.24,-6.71
2726 雅茗-KY,2726,2726,2022/9/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,22.3,3,-1.26,-8.72,-3.52,-36.47,-28.49,-28.49,50.67,31.7,-4,-4,13.78,-36.71,-35,-27.23,-2.79
2726 雅茗-KY,2726,2726,2022/6/30,16,餐飲飯店,M27A,TEJN20  傳產- 觀光餐飲,26.9,2,-3.56,-25.6,-10.5,-54.03,-76.06,-76.06,-700.06,-9920.24,-3696.74,-3696.74,-2058.63,-36.94,-36.53,-26.27,-10.53
