證券代碼,年月日,證期會代碼,外資買賣超(張),投信買賣超(張),自營買賣超(張),合計買賣超(張)
1773 勝一,2023/6/28,1773,-13,0,11,-2
1773 勝一,2023/6/27,1773,-21,0,11,-10
1773 勝一,2023/6/26,1773,-86,0,4,-82
1773 勝一,2023/6/21,1773,6,0,1,7
1773 勝一,2023/6/20,1773,-1,0,0,-1
1773 勝一,2023/6/19,1773,-13,0,-1,-14
1773 勝一,2023/6/16,1773,-33,0,11,-22
1773 勝一,2023/6/15,1773,17,0,0,17
1773 勝一,2023/6/14,1773,20,0,5,25
1773 勝一,2023/6/13,1773,76,0,16,92
1773 勝一,2023/6/12,1773,-44,0,-1,-44
1773 勝一,2023/6/9,1773,-68,0,2,-66
1773 勝一,2023/6/8,1773,272,0,10,282
1773 勝一,2023/6/7,1773,167,0,5,172
1773 勝一,2023/6/6,1773,106,0,0,106
1773 勝一,2023/6/5,1773,84,0,0,84
1773 勝一,2023/6/2,1773,217,0,3,220
1773 勝一,2023/6/1,1773,55,-36,0,19
1776 展宇,2023/9/19,1776,-2,0,0,-2
1776 展宇,2023/9/18,1776,5,0,-1,4
1776 展宇,2023/9/15,1776,6,0,0,6
1776 展宇,2023/9/14,1776,3,0,0,3
1776 展宇,2023/9/13,1776,-1,0,0,-1
1776 展宇,2023/9/12,1776,4,0,0,4
1776 展宇,2023/9/11,1776,-4,0,0,-4
1776 展宇,2023/9/8,1776,5,0,0,5
1776 展宇,2023/9/7,1776,-4,0,-1,-5
1776 展宇,2023/9/6,1776,-1,0,-4,-5
1776 展宇,2023/9/5,1776,-3,0,0,-3
1776 展宇,2023/9/4,1776,-2,0,-1,-3
1776 展宇,2023/9/1,1776,-1,0,0,-1
1776 展宇,2023/8/31,1776,1,0,6,7
1776 展宇,2023/8/30,1776,16,0,-1,15
1776 展宇,2023/8/29,1776,-2,0,0,-2
1776 展宇,2023/8/28,1776,0,0,0,0
1776 展宇,2023/8/25,1776,-1,0,0,-1
1776 展宇,2023/8/24,1776,5,0,0,5
1776 展宇,2023/8/23,1776,2,0,0,2
1776 展宇,2023/8/22,1776,1,0,0,1
1776 展宇,2023/8/21,1776,4,0,-1,3
1776 展宇,2023/8/18,1776,-2,0,1,-1
1776 展宇,2023/8/17,1776,13,0,-1,12
1776 展宇,2023/8/16,1776,-1,0,-2,-3
1776 展宇,2023/8/15,1776,-9,0,0,-9
1776 展宇,2023/8/14,1776,-1,0,1,0
1776 展宇,2023/8/11,1776,-7,0,2,-5
1776 展宇,2023/8/10,1776,-69,0,-1,-70
1776 展宇,2023/8/9,1776,-6,0,1,-5
1776 展宇,2023/8/8,1776,-9,0,-1,-10
1776 展宇,2023/8/7,1776,-4,0,0,-4
1776 展宇,2023/8/4,1776,3,0,0,3
1776 展宇,2023/8/2,1776,-22,0,0,-22
1776 展宇,2023/8/1,1776,-4,0,2,-2
1776 展宇,2023/7/31,1776,2,0,-1,1
1776 展宇,2023/7/28,1776,19,0,0,19
1776 展宇,2023/7/27,1776,6,0,0,6
1776 展宇,2023/7/26,1776,-24,0,0,-24
1776 展宇,2023/7/25,1776,-8,0,0,-8
1776 展宇,2023/7/24,1776,-16,0,0,-16
1776 展宇,2023/7/21,1776,76,0,-5,71
1776 展宇,2023/7/20,1776,29,0,0,29
1776 展宇,2023/7/19,1776,-9,0,1,-8
1776 展宇,2023/7/18,1776,-14,0,0,-14
1776 展宇,2023/7/17,1776,2,0,-1,1
1776 展宇,2023/7/14,1776,19,0,0,19
1776 展宇,2023/7/13,1776,-7,0,0,-7
1776 展宇,2023/7/12,1776,1,0,0,1
1776 展宇,2023/7/11,1776,4,0,0,4
1776 展宇,2023/7/10,1776,-4,0,1,-3
1776 展宇,2023/7/7,1776,12,0,-1,11
1776 展宇,2023/7/6,1776,10,0,-3,7
1776 展宇,2023/7/5,1776,7,0,0,7
1776 展宇,2023/7/4,1776,4,0,1,5
1776 展宇,2023/7/3,1776,3,0,0,3
1776 展宇,2023/6/30,1776,6,0,-3,3
1776 展宇,2023/6/29,1776,1,0,0,1
1776 展宇,2023/6/28,1776,-1,0,0,-1
1776 展宇,2023/6/27,1776,-60,0,-6,-66
1776 展宇,2023/6/26,1776,-3,0,0,-3
1776 展宇,2023/6/21,1776,9,0,-2,7
1776 展宇,2023/6/20,1776,6,0,0,6
1776 展宇,2023/6/19,1776,25,0,0,25
1776 展宇,2023/6/16,1776,-3,0,3,0
1776 展宇,2023/6/15,1776,12,0,0,12
1776 展宇,2023/6/14,1776,0,0,0,0
1776 展宇,2023/6/13,1776,22,0,0,22
1776 展宇,2023/6/12,1776,-65,0,0,-65
1776 展宇,2023/6/9,1776,-2,0,-1,-3
1776 展宇,2023/6/8,1776,-40,0,0,-40
1776 展宇,2023/6/7,1776,17,0,-27,-10
1776 展宇,2023/6/6,1776,-14,0,0,-14
1776 展宇,2023/6/5,1776,77,0,1,78
1776 展宇,2023/6/2,1776,21,0,0,21
1776 展宇,2023/6/1,1776,10,0,0,10
1777 生泰,2023/9/19,1777,3,0,0,3
1777 生泰,2023/9/18,1777,4,0,0,4
1777 生泰,2023/9/15,1777,6,0,0,6
1777 生泰,2023/9/14,1777,-7,0,0,-7
1777 生泰,2023/9/13,1777,6,0,0,6
1777 生泰,2023/9/12,1777,12,0,0,12
1777 生泰,2023/9/11,1777,40,0,0,40
1777 生泰,2023/9/8,1777,-10,0,0,-10
1777 生泰,2023/9/7,1777,-23,0,0,-23
1777 生泰,2023/9/6,1777,48,0,0,48
1777 生泰,2023/9/5,1777,-3,0,0,-3
1777 生泰,2023/9/4,1777,8,0,0,8
1777 生泰,2023/9/1,1777,23,0,0,23
1777 生泰,2023/8/31,1777,0,0,0,0
1777 生泰,2023/8/30,1777,5,0,0,5
1777 生泰,2023/8/29,1777,1,0,0,1
1777 生泰,2023/8/28,1777,-11,0,0,-11
1777 生泰,2023/8/25,1777,-2,0,0,-2
1777 生泰,2023/8/24,1777,-16,0,0,-16
1777 生泰,2023/8/23,1777,-1,0,0,-1
1777 生泰,2023/8/22,1777,-8,0,0,-8
1777 生泰,2023/8/21,1777,-7,0,0,-7
1777 生泰,2023/8/18,1777,29,0,0,29
1777 生泰,2023/8/17,1777,0,0,0,0
1777 生泰,2023/8/16,1777,2,0,0,2
1777 生泰,2023/8/15,1777,3,0,0,3
1777 生泰,2023/8/14,1777,-16,0,0,-16
1777 生泰,2023/8/11,1777,9,0,0,9
1777 生泰,2023/8/10,1777,-1,0,0,-1
1777 生泰,2023/8/9,1777,9,0,0,9
1777 生泰,2023/8/8,1777,-25,0,0,-25
1777 生泰,2023/8/7,1777,-38,0,0,-38
1777 生泰,2023/8/4,1777,25,0,0,25
1777 生泰,2023/8/2,1777,7,0,-20,-13
1777 生泰,2023/8/1,1777,-4,0,0,-4
1777 生泰,2023/7/31,1777,-10,0,0,-10
1777 生泰,2023/7/28,1777,-1,0,0,-1
1777 生泰,2023/7/27,1777,6,0,0,6
1777 生泰,2023/7/26,1777,0,0,0,0
1777 生泰,2023/7/25,1777,26,0,0,26
1777 生泰,2023/7/24,1777,-9,0,0,-9
1777 生泰,2023/7/21,1777,-47,0,0,-47
1777 生泰,2023/7/20,1777,38,0,20,58
1777 生泰,2023/7/19,1777,-3,0,0,-3
1777 生泰,2023/7/18,1777,-13,0,0,-13
1777 生泰,2023/7/17,1777,8,0,0,8
1777 生泰,2023/7/14,1777,8,0,0,8
1777 生泰,2023/7/13,1777,2,0,0,2
1777 生泰,2023/7/12,1777,-16,0,0,-16
1777 生泰,2023/7/11,1777,-7,0,0,-7
1777 生泰,2023/7/10,1777,-8,0,0,-8
1777 生泰,2023/7/7,1777,-14,0,0,-14
1777 生泰,2023/7/6,1777,-29,0,0,-29
1777 生泰,2023/7/5,1777,6,0,0,6
1777 生泰,2023/7/4,1777,-2,0,0,-2
1777 生泰,2023/7/3,1777,-36,0,0,-36
1777 生泰,2023/6/30,1777,-9,0,0,-9
1777 生泰,2023/6/29,1777,20,0,0,20
1777 生泰,2023/6/28,1777,3,0,0,3
1777 生泰,2023/6/27,1777,68,0,0,68
1777 生泰,2023/6/26,1777,-19,0,0,-19
1777 生泰,2023/6/21,1777,-18,0,0,-18
1777 生泰,2023/6/20,1777,-12,0,0,-12
1777 生泰,2023/6/19,1777,-1,0,0,-1
1777 生泰,2023/6/16,1777,-14,0,0,-14
1777 生泰,2023/6/15,1777,5,0,0,5
1777 生泰,2023/6/14,1777,-12,0,0,-12
1777 生泰,2023/6/13,1777,-4,0,0,-4
1777 生泰,2023/6/12,1777,-42,0,0,-42
1777 生泰,2023/6/9,1777,-10,0,0,-10
1777 生泰,2023/6/8,1777,-22,0,0,-22
1777 生泰,2023/6/7,1777,22,0,0,22
1777 生泰,2023/6/6,1777,27,0,0,27
1777 生泰,2023/6/5,1777,-5,0,0,-5
1777 生泰,2023/6/2,1777,-1,0,0,-1
1777 生泰,2023/6/1,1777,22,0,0,22
1781 合世,2023/9/19,1781,-1,0,0,-1
1781 合世,2023/9/18,1781,0,0,0,0
1781 合世,2023/9/15,1781,0,0,0,0
1781 合世,2023/9/14,1781,0,0,0,0
1781 合世,2023/9/13,1781,0,0,0,0
1781 合世,2023/9/12,1781,0,0,0,0
1781 合世,2023/9/11,1781,0,0,0,0
1781 合世,2023/9/8,1781,0,0,0,0
1781 合世,2023/9/7,1781,0,0,0,0
1781 合世,2023/9/6,1781,0,0,0,0
1781 合世,2023/9/5,1781,0,0,0,0
1781 合世,2023/9/4,1781,0,0,0,0
1781 合世,2023/9/1,1781,0,0,0,0
1781 合世,2023/8/31,1781,0,0,0,0
1781 合世,2023/8/30,1781,0,0,0,0
1781 合世,2023/8/29,1781,0,0,0,0
1781 合世,2023/8/28,1781,0,0,0,0
1781 合世,2023/8/25,1781,0,0,0,0
1781 合世,2023/8/24,1781,0,0,0,0
1781 合世,2023/8/23,1781,0,0,0,0
1781 合世,2023/8/22,1781,0,0,0,0
1781 合世,2023/8/21,1781,0,0,0,0
1781 合世,2023/8/18,1781,0,0,0,0
1781 合世,2023/8/17,1781,0,0,0,0
1781 合世,2023/8/16,1781,0,0,0,0
1781 合世,2023/8/15,1781,0,0,0,0
1781 合世,2023/8/14,1781,0,0,0,0
1781 合世,2023/8/11,1781,0,0,0,0
1781 合世,2023/8/10,1781,0,0,0,0
1781 合世,2023/8/9,1781,0,0,0,0
1781 合世,2023/8/8,1781,0,0,0,0
1781 合世,2023/8/7,1781,0,0,0,0
1781 合世,2023/8/4,1781,0,0,0,0
1781 合世,2023/8/2,1781,0,0,0,0
1781 合世,2023/8/1,1781,0,0,0,0
1781 合世,2023/7/31,1781,0,0,0,0
1781 合世,2023/7/28,1781,0,0,0,0
1781 合世,2023/7/27,1781,-1,0,0,-1
1781 合世,2023/7/26,1781,1,0,0,1
1781 合世,2023/7/25,1781,0,0,0,0
1781 合世,2023/7/24,1781,0,0,0,0
1781 合世,2023/7/21,1781,0,0,0,0
1781 合世,2023/7/20,1781,0,0,0,0
1781 合世,2023/7/19,1781,0,0,0,0
1781 合世,2023/7/18,1781,0,0,0,0
1781 合世,2023/7/17,1781,0,0,0,0
1781 合世,2023/7/14,1781,0,0,0,0
1781 合世,2023/7/13,1781,0,0,0,0
1781 合世,2023/7/12,1781,0,0,0,0
1781 合世,2023/7/11,1781,0,0,0,0
1781 合世,2023/7/10,1781,0,0,0,0
1781 合世,2023/7/7,1781,0,0,0,0
1781 合世,2023/7/6,1781,0,0,0,0
1781 合世,2023/7/5,1781,0,0,0,0
1781 合世,2023/7/4,1781,0,0,0,0
1781 合世,2023/7/3,1781,-1,0,0,-1
1781 合世,2023/6/30,1781,1,0,0,1
1781 合世,2023/6/29,1781,0,0,0,0
1781 合世,2023/6/28,1781,-1,0,0,-1
1781 合世,2023/6/27,1781,1,0,0,1
1781 合世,2023/6/26,1781,0,0,0,0
1781 合世,2023/6/21,1781,0,0,0,0
1781 合世,2023/6/20,1781,0,0,0,0
1781 合世,2023/6/19,1781,0,0,0,0
1781 合世,2023/6/16,1781,0,0,0,0
1781 合世,2023/6/15,1781,0,0,0,0
1781 合世,2023/6/14,1781,0,0,0,0
1781 合世,2023/6/13,1781,0,0,0,0
1781 合世,2023/6/12,1781,0,0,0,0
1781 合世,2023/6/9,1781,1,0,0,1
1781 合世,2023/6/8,1781,0,0,0,0
1781 合世,2023/6/7,1781,0,0,0,0
1781 合世,2023/6/6,1781,0,0,0,0
1781 合世,2023/6/5,1781,0,0,0,0
1781 合世,2023/6/2,1781,0,0,0,0
1781 合世,2023/6/1,1781,0,0,0,0
1783 和康生,2023/9/19,1783,-27,-51,-2,-80
1783 和康生,2023/9/18,1783,84,-80,-1,3
1783 和康生,2023/9/15,1783,39,0,-1,38
1783 和康生,2023/9/14,1783,65,0,0,65
1783 和康生,2023/9/13,1783,88,-55,-26,7
1783 和康生,2023/9/12,1783,-4,0,-31,-34
1783 和康生,2023/9/11,1783,-84,0,-28,-112
1783 和康生,2023/9/8,1783,-48,0,0,-48
1783 和康生,2023/9/7,1783,-168,0,29,-139
1783 和康生,2023/9/6,1783,87,0,-4,83
1783 和康生,2023/9/5,1783,225,0,0,225
1783 和康生,2023/9/4,1783,-8,0,2,-6
1783 和康生,2023/9/1,1783,90,0,36,126
1783 和康生,2023/8/31,1783,-48,0,16,-32
1783 和康生,2023/8/30,1783,112,0,16,128
1783 和康生,2023/8/29,1783,88,0,0,88
1783 和康生,2023/8/28,1783,-31,0,-35,-66
1783 和康生,2023/8/25,1783,-10,0,-1,-11
1783 和康生,2023/8/24,1783,134,0,-10,124
1783 和康生,2023/8/23,1783,17,0,-11,6
1783 和康生,2023/8/22,1783,-112,0,-1,-113
1783 和康生,2023/8/21,1783,-36,0,17,-19
1783 和康生,2023/8/18,1783,-134,0,0,-134
1783 和康生,2023/8/17,1783,30,0,57,87
1783 和康生,2023/8/16,1783,-28,0,23,-5
1783 和康生,2023/8/15,1783,35,0,5,40
1783 和康生,2023/8/14,1783,-193,0,-6,-199
1783 和康生,2023/8/11,1783,-186,0,-19,-205
1783 和康生,2023/8/10,1783,-186,0,2,-184
1783 和康生,2023/8/9,1783,-33,0,-6,-39
1783 和康生,2023/8/8,1783,-120,0,-48,-168
1783 和康生,2023/8/7,1783,90,0,-46,44
1783 和康生,2023/8/4,1783,9,-157,-26,-174
1783 和康生,2023/8/2,1783,-286,-43,25,-304
1783 和康生,2023/8/1,1783,441,-101,29,369
1783 和康生,2023/7/31,1783,-278,-10,-4,-292
1783 和康生,2023/7/28,1783,-153,-89,17,-225
1783 和康生,2023/7/27,1783,809,-200,3,612
1783 和康生,2023/7/26,1783,-93,0,18,-75
1783 和康生,2023/7/25,1783,142,0,23,165
1783 和康生,2023/7/24,1783,-34,0,1,-33
1783 和康生,2023/7/21,1783,-382,0,-9,-391
1783 和康生,2023/7/20,1783,-335,0,-23,-358
1783 和康生,2023/7/19,1783,106,0,-1,105
1783 和康生,2023/7/18,1783,-438,0,-32,-470
1783 和康生,2023/7/17,1783,113,0,-50,63
1783 和康生,2023/7/14,1783,-76,0,0,-76
1783 和康生,2023/7/13,1783,-33,0,-84,-117
1783 和康生,2023/7/12,1783,-98,0,-58,-155
1783 和康生,2023/7/11,1783,-121,0,0,-121
1783 和康生,2023/7/10,1783,-29,0,121,92
1783 和康生,2023/7/7,1783,357,0,36,393
1783 和康生,2023/7/6,1783,-60,0,-3,-63
1783 和康生,2023/7/5,1783,175,0,8,183
1783 和康生,2023/7/4,1783,14,0,4,18
1783 和康生,2023/7/3,1783,481,0,20,501
1783 和康生,2023/6/30,1783,250,0,13,263
1783 和康生,2023/6/29,1783,46,0,11,57
1783 和康生,2023/6/28,1783,-532,0,8,-524
1783 和康生,2023/6/27,1783,217,0,6,223
1783 和康生,2023/6/26,1783,130,0,2,132
1783 和康生,2023/6/21,1783,-143,0,0,-143
1783 和康生,2023/6/20,1783,108,0,0,108
1783 和康生,2023/6/19,1783,-156,0,-39,-195
1783 和康生,2023/6/16,1783,248,0,-11,237
1783 和康生,2023/6/15,1783,89,0,-15,74
1783 和康生,2023/6/14,1783,-24,0,2,-22
1783 和康生,2023/6/13,1783,27,0,16,43
1783 和康生,2023/6/12,1783,-376,0,-46,-422
1783 和康生,2023/6/9,1783,6,0,0,6
1783 和康生,2023/6/8,1783,-295,0,-1,-296
1783 和康生,2023/6/7,1783,169,0,1,170
1783 和康生,2023/6/6,1783,-132,0,0,-132
1783 和康生,2023/6/5,1783,-56,0,6,-50
1783 和康生,2023/6/2,1783,-133,0,-4,-137
1783 和康生,2023/6/1,1783,-278,0,0,-278
1784 訊聯,2023/9/19,1784,-21,0,-6,-27
1784 訊聯,2023/9/18,1784,79,0,0,79
1784 訊聯,2023/9/15,1784,-26,0,-1,-27
1784 訊聯,2023/9/14,1784,-34,0,-1,-35
1784 訊聯,2023/9/13,1784,144,0,-2,142
1784 訊聯,2023/9/12,1784,-97,0,-7,-104
1784 訊聯,2023/9/11,1784,-2,0,-19,-21
1784 訊聯,2023/9/8,1784,-57,0,0,-57
1784 訊聯,2023/9/7,1784,-101,0,0,-101
1784 訊聯,2023/9/6,1784,-61,0,0,-61
1784 訊聯,2023/9/5,1784,-79,0,0,-79
1784 訊聯,2023/9/4,1784,-134,0,0,-134
1784 訊聯,2023/9/1,1784,-68,0,55,-13
1784 訊聯,2023/8/31,1784,-161,0,11,-150
1784 訊聯,2023/8/30,1784,79,0,15,94
1784 訊聯,2023/8/29,1784,13,0,0,13
1784 訊聯,2023/8/28,1784,-433,0,-31,-464
1784 訊聯,2023/8/25,1784,-101,0,1,-100
1784 訊聯,2023/8/24,1784,-28,0,-2,-30
1784 訊聯,2023/8/23,1784,-135,0,-9,-144
1784 訊聯,2023/8/22,1784,-109,0,0,-109
1784 訊聯,2023/8/21,1784,178,0,11,189
1784 訊聯,2023/8/18,1784,43,0,5,48
1784 訊聯,2023/8/17,1784,179,0,52,231
1784 訊聯,2023/8/16,1784,-94,0,21,-73
1784 訊聯,2023/8/15,1784,-114,0,19,-95
1784 訊聯,2023/8/14,1784,-170,0,-7,-177
1784 訊聯,2023/8/11,1784,-175,0,-50,-225
1784 訊聯,2023/8/10,1784,-107,0,0,-107
1784 訊聯,2023/8/9,1784,559,0,1,560
1784 訊聯,2023/8/8,1784,1204,0,-21,1183
1784 訊聯,2023/8/7,1784,988,0,-25,963
1784 訊聯,2023/8/4,1784,-133,0,-21,-154
1784 訊聯,2023/8/2,1784,-155,0,7,-148
1784 訊聯,2023/8/1,1784,332,0,21,353
1784 訊聯,2023/7/31,1784,240,0,-3,237
1784 訊聯,2023/7/28,1784,-63,0,0,-63
1784 訊聯,2023/7/27,1784,45,0,24,69
1784 訊聯,2023/7/26,1784,-256,0,16,-240
1784 訊聯,2023/7/25,1784,353,0,14,367
1784 訊聯,2023/7/24,1784,37,0,0,37
1784 訊聯,2023/7/21,1784,-168,0,-7,-175
1784 訊聯,2023/7/20,1784,-75,0,-23,-98
1784 訊聯,2023/7/19,1784,-225,0,-31,-256
1784 訊聯,2023/7/18,1784,-1342,0,-33,-1375
1784 訊聯,2023/7/17,1784,209,0,27,236
1784 訊聯,2023/7/14,1784,125,0,1,126
1784 訊聯,2023/7/13,1784,75,0,-98,-23
1784 訊聯,2023/7/12,1784,-3,0,-50,-53
1784 訊聯,2023/7/11,1784,13,0,11,24
1784 訊聯,2023/7/10,1784,272,0,6,278
1784 訊聯,2023/7/7,1784,117,0,-13,104
1784 訊聯,2023/7/6,1784,14,0,0,14
1784 訊聯,2023/7/5,1784,176,0,13,189
1784 訊聯,2023/7/4,1784,175,0,0,175
1784 訊聯,2023/7/3,1784,311,0,44,355
1784 訊聯,2023/6/30,1784,-47,0,11,-36
1784 訊聯,2023/6/29,1784,200,0,9,209
1784 訊聯,2023/6/28,1784,-9,0,6,-3
1784 訊聯,2023/6/27,1784,-340,0,5,-335
1784 訊聯,2023/6/26,1784,-55,0,-7,-62
1784 訊聯,2023/6/21,1784,-4,0,16,12
1784 訊聯,2023/6/20,1784,-127,0,2,-125
1784 訊聯,2023/6/19,1784,101,0,-31,70
1784 訊聯,2023/6/16,1784,149,0,27,176
1784 訊聯,2023/6/15,1784,-147,0,-16,-163
1784 訊聯,2023/6/14,1784,-115,0,0,-115
1784 訊聯,2023/6/13,1784,90,0,25,115
1784 訊聯,2023/6/12,1784,-290,0,-33,-323
1784 訊聯,2023/6/9,1784,11,0,0,11
1784 訊聯,2023/6/8,1784,-145,0,0,-145
1784 訊聯,2023/6/7,1784,124,0,-8,116
1784 訊聯,2023/6/6,1784,-31,0,1,-30
1784 訊聯,2023/6/5,1784,186,0,3,189
1784 訊聯,2023/6/2,1784,86,0,0,86
1784 訊聯,2023/6/1,1784,-13,0,-16,-29
1785 光洋科,2023/9/19,1785,188,0,-1,187
1785 光洋科,2023/9/18,1785,980,0,0,980
1785 光洋科,2023/9/15,1785,235,-2,-1,232
1785 光洋科,2023/9/14,1785,292,0,1,293
1785 光洋科,2023/9/13,1785,452,0,0,452
1785 光洋科,2023/9/12,1785,451,-6,0,445
1785 光洋科,2023/9/11,1785,280,0,0,280
1785 光洋科,2023/9/8,1785,-13,0,0,-13
1785 光洋科,2023/9/7,1785,454,0,0,454
1785 光洋科,2023/9/6,1785,129,0,0,129
1785 光洋科,2023/9/5,1785,261,0,0,261
1785 光洋科,2023/9/4,1785,687,0,0,687
1785 光洋科,2023/9/1,1785,-71,0,6,-65
1785 光洋科,2023/8/31,1785,1287,0,20,1307
1785 光洋科,2023/8/30,1785,213,0,0,213
1785 光洋科,2023/8/29,1785,163,0,0,163
1785 光洋科,2023/8/28,1785,43,0,-7,36
1785 光洋科,2023/8/25,1785,-119,0,0,-119
1785 光洋科,2023/8/24,1785,423,0,-19,404
1785 光洋科,2023/8/23,1785,-27,0,0,-27
1785 光洋科,2023/8/22,1785,228,0,0,228
1785 光洋科,2023/8/21,1785,20,-15,0,5
1785 光洋科,2023/8/18,1785,-1049,3,0,-1046
1785 光洋科,2023/8/17,1785,79,-7,28,100
1785 光洋科,2023/8/16,1785,-39,-8,14,-33
1785 光洋科,2023/8/15,1785,94,-5,11,100
1785 光洋科,2023/8/14,1785,-377,0,16,-361
1785 光洋科,2023/8/11,1785,-388,1,1,-386
1785 光洋科,2023/8/10,1785,-185,0,0,-185
1785 光洋科,2023/8/9,1785,-227,6,4,-217
1785 光洋科,2023/8/8,1785,570,0,0,570
1785 光洋科,2023/8/7,1785,-1605,0,0,-1605
1785 光洋科,2023/8/4,1785,-3953,0,-51,-4004
1785 光洋科,2023/8/2,1785,2661,1,50,2712
1785 光洋科,2023/8/1,1785,-109,0,0,-109
1785 光洋科,2023/7/31,1785,113,0,0,113
1785 光洋科,2023/7/28,1785,-1135,0,-5,-1140
1785 光洋科,2023/7/27,1785,-145,0,4,-141
1785 光洋科,2023/7/26,1785,-28,0,1,-27
1785 光洋科,2023/7/25,1785,195,0,-1,194
1785 光洋科,2023/7/24,1785,-857,2,1,-854
1785 光洋科,2023/7/21,1785,-659,4,-1,-656
1785 光洋科,2023/7/20,1785,495,0,0,495
1785 光洋科,2023/7/19,1785,219,-1,-34,184
1785 光洋科,2023/7/18,1785,-138,2,1,-135
1785 光洋科,2023/7/17,1785,989,0,-70,919
1785 光洋科,2023/7/14,1785,551,0,-128,423
1785 光洋科,2023/7/13,1785,-321,0,6,-315
1785 光洋科,2023/7/12,1785,-1118,0,12,-1106
1785 光洋科,2023/7/11,1785,-3780,0,88,-3692
1785 光洋科,2023/7/10,1785,2387,0,59,2446
1785 光洋科,2023/7/7,1785,-224,0,-8,-232
1785 光洋科,2023/7/6,1785,1300,0,25,1325
1785 光洋科,2023/7/5,1785,789,0,16,805
1785 光洋科,2023/7/4,1785,127,0,0,127
1785 光洋科,2023/7/3,1785,38,0,3,41
1785 光洋科,2023/6/30,1785,-251,0,0,-251
1785 光洋科,2023/6/29,1785,-310,-100,1,-409
1785 光洋科,2023/6/28,1785,-948,-28,-1,-977
1785 光洋科,2023/6/27,1785,-1455,-34,10,-1479
1785 光洋科,2023/6/26,1785,826,-24,1,803
1785 光洋科,2023/6/21,1785,157,-26,0,131
1785 光洋科,2023/6/20,1785,-190,-24,-13,-227
1785 光洋科,2023/6/19,1785,1,-25,4,-20
1785 光洋科,2023/6/16,1785,294,-23,-12,259
1785 光洋科,2023/6/15,1785,770,1,9,780
1785 光洋科,2023/6/14,1785,-505,0,-5,-510
1785 光洋科,2023/6/13,1785,-1748,0,0,-1748
1785 光洋科,2023/6/12,1785,56,-2,18,72
1785 光洋科,2023/6/9,1785,28,0,0,28
1785 光洋科,2023/6/8,1785,-433,0,12,-421
1785 光洋科,2023/6/7,1785,957,-17,1,941
1785 光洋科,2023/6/6,1785,66,0,1,67
1785 光洋科,2023/6/5,1785,577,-3,0,574
1785 光洋科,2023/6/2,1785,180,0,0,180
1785 光洋科,2023/6/1,1785,-17,0,1,-16
1786 科妍,2023/9/19,1786,-133,0,8,-125
1786 科妍,2023/9/18,1786,-58,0,-1,-59
1786 科妍,2023/9/15,1786,306,0,4,310
1786 科妍,2023/9/14,1786,71,0,0,71
1786 科妍,2023/9/13,1786,-31,0,1,-30
1786 科妍,2023/9/12,1786,-34,0,6,-28
1786 科妍,2023/9/11,1786,60,0,-25,35
1786 科妍,2023/9/8,1786,-141,0,-8,-149
1786 科妍,2023/9/7,1786,-475,0,-2,-477
1786 科妍,2023/9/6,1786,175,0,24,199
1786 科妍,2023/9/5,1786,12,0,0,12
1786 科妍,2023/9/4,1786,-74,0,2,-72
1786 科妍,2023/9/1,1786,6,0,2,8
1786 科妍,2023/8/31,1786,-61,0,13,-48
1786 科妍,2023/8/30,1786,211,0,0,211
1786 科妍,2023/8/29,1786,-300,0,-9,-309
1786 科妍,2023/8/28,1786,-87,0,3,-84
1786 科妍,2023/8/25,1786,26,0,1,27
1786 科妍,2023/8/24,1786,27,0,-9,18
1786 科妍,2023/8/23,1786,56,0,0,56
1786 科妍,2023/8/22,1786,-73,0,3,-70
1786 科妍,2023/8/21,1786,2,0,0,2
1786 科妍,2023/8/18,1786,-32,0,-1,-33
1786 科妍,2023/8/17,1786,42,0,9,51
1786 科妍,2023/8/16,1786,45,0,6,51
1786 科妍,2023/8/15,1786,86,0,13,99
1786 科妍,2023/8/14,1786,-3,0,0,-3
1786 科妍,2023/8/11,1786,-78,0,-1,-79
1786 科妍,2023/8/10,1786,-129,0,-3,-132
1786 科妍,2023/8/9,1786,123,0,0,123
1786 科妍,2023/8/8,1786,51,0,-6,45
1786 科妍,2023/8/7,1786,65,0,-1,64
1786 科妍,2023/8/4,1786,-73,0,-2,-75
1786 科妍,2023/8/2,1786,-25,0,-5,-30
1786 科妍,2023/8/1,1786,-19,0,0,-19
1786 科妍,2023/7/31,1786,0,0,-4,-4
1786 科妍,2023/7/28,1786,-284,0,0,-284
1786 科妍,2023/7/27,1786,-66,0,7,-59
1786 科妍,2023/7/26,1786,-678,0,-49,-727
1786 科妍,2023/7/25,1786,891,0,45,936
1786 科妍,2023/7/24,1786,243,0,0,243
1786 科妍,2023/7/21,1786,-74,0,1,-73
1786 科妍,2023/7/20,1786,-1191,0,-52,-1243
1786 科妍,2023/7/19,1786,213,0,-8,205
1786 科妍,2023/7/18,1786,-395,0,3,-392
1786 科妍,2023/7/17,1786,42,0,0,42
1786 科妍,2023/7/14,1786,-66,1,0,-65
1786 科妍,2023/7/13,1786,-17,0,-7,-24
1786 科妍,2023/7/12,1786,-104,1,-2,-105
1786 科妍,2023/7/11,1786,-204,0,0,-204
1786 科妍,2023/7/10,1786,268,-1,-4,263
1786 科妍,2023/7/7,1786,-664,1,-1,-664
1786 科妍,2023/7/6,1786,-164,1,-4,-167
1786 科妍,2023/7/5,1786,-128,1,-4,-131
