證券代碼,年月日,證期會代碼,外資買賣超(張),投信買賣超(張),自營買賣超(張),合計買賣超(張)
3206 志豐,2023/9/5,3206,82,0,-1,81
3206 志豐,2023/9/4,3206,68,0,2,70
3206 志豐,2023/9/1,3206,-29,0,-1,-30
3206 志豐,2023/8/31,3206,151,0,-2,149
3206 志豐,2023/8/30,3206,233,0,0,233
3206 志豐,2023/8/29,3206,287,0,-1,286
3206 志豐,2023/8/28,3206,-35,0,-19,-54
3206 志豐,2023/8/25,3206,544,0,-3,541
3206 志豐,2023/8/24,3206,-523,0,-38,-561
3206 志豐,2023/8/23,3206,275,0,45,320
3206 志豐,2023/8/22,3206,14,0,0,14
3206 志豐,2023/8/21,3206,410,0,-2,408
3206 志豐,2023/8/18,3206,-913,0,7,-906
3206 志豐,2023/8/17,3206,-55,0,13,-42
3206 志豐,2023/8/16,3206,131,0,1,132
3206 志豐,2023/8/15,3206,113,0,-4,109
3206 志豐,2023/8/14,3206,2,0,2,4
3206 志豐,2023/8/11,3206,28,0,-8,20
3206 志豐,2023/8/10,3206,343,0,2,345
3206 志豐,2023/8/9,3206,-375,0,-13,-388
3206 志豐,2023/8/8,3206,116,0,0,116
3206 志豐,2023/8/7,3206,78,0,0,78
3206 志豐,2023/8/4,3206,-6,0,0,-6
3206 志豐,2023/8/2,3206,-159,0,2,-157
3206 志豐,2023/8/1,3206,-90,0,1,-89
3206 志豐,2023/7/31,3206,86,0,-1,85
3206 志豐,2023/7/28,3206,-41,0,0,-41
3206 志豐,2023/7/27,3206,29,0,-1,28
3206 志豐,2023/7/26,3206,-125,0,2,-123
3206 志豐,2023/7/25,3206,-54,0,0,-54
3206 志豐,2023/7/24,3206,-9,0,0,-9
3206 志豐,2023/7/21,3206,-24,0,1,-23
3206 志豐,2023/7/20,3206,131,0,-1,130
3206 志豐,2023/7/19,3206,-33,0,1,-32
3206 志豐,2023/7/18,3206,40,0,0,40
3206 志豐,2023/7/17,3206,272,0,-2,270
3206 志豐,2023/7/14,3206,35,0,0,35
3206 志豐,2023/7/13,3206,-29,0,1,-28
3206 志豐,2023/7/12,3206,-30,0,0,-30
3206 志豐,2023/7/11,3206,-64,0,0,-64
3206 志豐,2023/7/10,3206,37,0,-2,35
3206 志豐,2023/7/7,3206,-80,0,2,-78
3206 志豐,2023/7/6,3206,84,0,1,85
3206 志豐,2023/7/5,3206,25,0,0,25
3206 志豐,2023/7/4,3206,-54,0,0,-54
3206 志豐,2023/7/3,3206,56,0,51,107
3206 志豐,2023/6/30,3206,46,0,0,46
3206 志豐,2023/6/29,3206,94,0,0,94
3206 志豐,2023/6/28,3206,31,0,0,31
3206 志豐,2023/6/27,3206,133,0,0,133
3206 志豐,2023/6/26,3206,118,0,-3,115
3206 志豐,2023/6/21,3206,-3,0,0,-3
3206 志豐,2023/6/20,3206,-20,0,0,-20
3206 志豐,2023/6/19,3206,57,0,-1,56
3206 志豐,2023/6/16,3206,-23,0,0,-23
3206 志豐,2023/6/15,3206,38,0,0,38
3206 志豐,2023/6/14,3206,-2,0,0,-2
3206 志豐,2023/6/13,3206,89,0,0,89
3206 志豐,2023/6/12,3206,76,0,0,76
3206 志豐,2023/6/9,3206,-161,0,2,-159
3206 志豐,2023/6/8,3206,79,0,-1,78
3206 志豐,2023/6/7,3206,92,0,-11,81
3206 志豐,2023/6/6,3206,-71,0,0,-71
3206 志豐,2023/6/5,3206,138,0,12,150
3206 志豐,2023/6/2,3206,-14,0,0,-14
3206 志豐,2023/6/1,3206,-46,0,-36,-82
3207 耀勝,2023/9/19,3207,-175,0,-14,-189
3207 耀勝,2023/9/18,3207,-290,0,17,-273
3207 耀勝,2023/9/15,3207,-41,0,-22,-63
3207 耀勝,2023/9/14,3207,-132,0,-7,-139
3207 耀勝,2023/9/13,3207,205,0,21,226
3207 耀勝,2023/9/12,3207,-88,0,-8,-96
3207 耀勝,2023/9/11,3207,-146,0,-13,-159
3207 耀勝,2023/9/8,3207,-375,0,-58,-433
3207 耀勝,2023/9/7,3207,-297,0,11,-286
3207 耀勝,2023/9/6,3207,112,0,4,116
3207 耀勝,2023/9/5,3207,302,0,56,358
3207 耀勝,2023/9/4,3207,-507,0,-30,-537
3207 耀勝,2023/9/1,3207,-217,0,-17,-234
3207 耀勝,2023/8/31,3207,-38,0,10,-28
3207 耀勝,2023/8/30,3207,-148,0,0,-148
3207 耀勝,2023/8/29,3207,316,0,5,321
3207 耀勝,2023/8/28,3207,-273,0,-16,-289
3207 耀勝,2023/8/25,3207,6,0,0,6
3207 耀勝,2023/8/24,3207,23,0,1,24
3207 耀勝,2023/8/23,3207,-231,0,0,-231
3207 耀勝,2023/8/22,3207,-367,0,-117,-484
3207 耀勝,2023/8/21,3207,-152,0,-27,-179
3207 耀勝,2023/8/18,3207,487,0,-101,386
3207 耀勝,2023/8/17,3207,608,0,281,889
3207 耀勝,2023/8/16,3207,65,0,17,82
3207 耀勝,2023/8/15,3207,31,0,1,32
3207 耀勝,2023/8/14,3207,-19,0,5,-14
3207 耀勝,2023/8/11,3207,190,0,-1,189
3207 耀勝,2023/8/10,3207,116,0,-17,99
3207 耀勝,2023/8/9,3207,-60,0,61,1
3207 耀勝,2023/8/8,3207,-562,0,-392,-954
3207 耀勝,2023/8/7,3207,-73,0,-125,-198
3207 耀勝,2023/8/4,3207,-88,0,-52,-140
3207 耀勝,2023/8/2,3207,-196,0,-138,-333
3207 耀勝,2023/8/1,3207,-141,0,-49,-190
3207 耀勝,2023/7/31,3207,-38,0,227,189
3207 耀勝,2023/7/28,3207,-92,0,-102,-194
3207 耀勝,2023/7/27,3207,-189,0,-22,-211
3207 耀勝,2023/7/26,3207,-97,0,-108,-205
3207 耀勝,2023/7/25,3207,1212,0,240,1452
3207 耀勝,2023/7/24,3207,-68,0,9,-59
3207 耀勝,2023/7/21,3207,25,0,-28,-3
3207 耀勝,2023/7/20,3207,79,0,-1,78
3207 耀勝,2023/7/19,3207,-84,0,-60,-144
3207 耀勝,2023/7/18,3207,-68,0,-47,-115
3207 耀勝,2023/7/17,3207,-350,0,268,-82
3207 耀勝,2023/7/14,3207,-207,0,4,-203
3207 耀勝,2023/7/13,3207,162,0,3,165
3207 耀勝,2023/7/12,3207,161,0,-70,91
3207 耀勝,2023/7/11,3207,178,0,-115,63
3207 耀勝,2023/7/10,3207,-82,0,-9,-91
3207 耀勝,2023/7/7,3207,40,0,21,61
3207 耀勝,2023/7/6,3207,-143,0,66,-77
3207 耀勝,2023/7/5,3207,-489,0,127,-362
3207 耀勝,2023/7/4,3207,-1552,0,43,-1509
3207 耀勝,2023/7/3,3207,-2793,0,-49,-2842
3207 耀勝,2023/6/30,3207,570,0,-220,350
3207 耀勝,2023/6/29,3207,119,0,70,189
3207 耀勝,2023/6/28,3207,1182,0,29,1211
3207 耀勝,2023/6/27,3207,953,0,137,1090
3207 耀勝,2023/6/26,3207,-562,0,-92,-654
3207 耀勝,2023/6/21,3207,834,0,-67,767
3207 耀勝,2023/6/20,3207,-22,0,408,386
3207 耀勝,2023/6/19,3207,638,0,35,674
3207 耀勝,2023/6/16,3207,51,0,-44,7
3207 耀勝,2023/6/15,3207,556,0,42,598
3207 耀勝,2023/6/14,3207,140,0,71,211
3207 耀勝,2023/6/13,3207,203,0,38,241
3207 耀勝,2023/6/12,3207,-291,0,-179,-470
3207 耀勝,2023/6/9,3207,-29,0,-31,-60
3207 耀勝,2023/6/8,3207,-70,0,-17,-87
3207 耀勝,2023/6/7,3207,-26,0,-21,-46
3207 耀勝,2023/6/6,3207,-333,0,19,-314
3207 耀勝,2023/6/5,3207,-281,0,15,-266
3207 耀勝,2023/6/2,3207,-480,0,-10,-490
3207 耀勝,2023/6/1,3207,-13,0,41,28
3209 全科,2023/9/19,3209,-161,0,-114,-275
3209 全科,2023/9/18,3209,63,0,-30,33
3209 全科,2023/9/15,3209,-851,0,-96,-947
3209 全科,2023/9/14,3209,-371,0,134,-237
3209 全科,2023/9/13,3209,940,0,244,1184
3209 全科,2023/9/12,3209,251,0,-53,198
3209 全科,2023/9/11,3209,-659,0,-49,-708
3209 全科,2023/9/8,3209,55,0,-2,53
3209 全科,2023/9/7,3209,-462,0,123,-339
3209 全科,2023/9/6,3209,-65,0,124,59
3209 全科,2023/9/5,3209,110,0,0,110
3209 全科,2023/9/4,3209,286,0,0,286
3209 全科,2023/9/1,3209,-205,0,36,-169
3209 全科,2023/8/31,3209,173,0,-8,165
3209 全科,2023/8/30,3209,-6,0,10,4
3209 全科,2023/8/29,3209,99,0,0,99
3209 全科,2023/8/28,3209,-94,0,-12,-106
3209 全科,2023/8/25,3209,-42,0,-6,-48
3209 全科,2023/8/24,3209,95,0,-1,94
3209 全科,2023/8/23,3209,153,0,-1,152
3209 全科,2023/8/22,3209,27,0,-4,23
3209 全科,2023/8/21,3209,-69,0,0,-69
3209 全科,2023/8/18,3209,-85,0,0,-85
3209 全科,2023/8/17,3209,-2,0,23,21
3209 全科,2023/8/16,3209,-272,0,316,44
3209 全科,2023/8/15,3209,-584,0,2,-582
3209 全科,2023/8/14,3209,-507,0,-28,-535
3209 全科,2023/8/11,3209,-386,0,67,-319
3209 全科,2023/8/10,3209,-769,0,-3,-772
3209 全科,2023/8/9,3209,-269,0,4,-265
3209 全科,2023/8/8,3209,-285,0,-12,-297
3209 全科,2023/8/7,3209,-357,0,4,-353
3209 全科,2023/8/4,3209,-360,0,-101,-461
3209 全科,2023/8/2,3209,-641,0,177,-464
3209 全科,2023/8/1,3209,-1413,0,0,-1413
3209 全科,2023/7/31,3209,-212,0,-1,-213
3209 全科,2023/7/28,3209,295,0,-5,290
3209 全科,2023/7/27,3209,-407,0,1,-406
3209 全科,2023/7/26,3209,-165,0,-2,-167
3209 全科,2023/7/25,3209,-207,0,-1,-208
3209 全科,2023/7/24,3209,-337,0,3,-334
3209 全科,2023/7/21,3209,-206,0,0,-206
3209 全科,2023/7/20,3209,131,0,-1,130
3209 全科,2023/7/19,3209,-291,0,-14,-305
3209 全科,2023/7/18,3209,-273,0,-10,-283
3209 全科,2023/7/17,3209,418,0,-55,363
3209 全科,2023/7/14,3209,-295,0,1,-294
3209 全科,2023/7/13,3209,194,0,-28,166
3209 全科,2023/7/12,3209,-9,0,-1,-10
3209 全科,2023/7/11,3209,-329,0,-3,-332
3209 全科,2023/7/10,3209,-958,0,-17,-975
3209 全科,2023/7/7,3209,-213,0,-4,-217
3209 全科,2023/7/6,3209,-175,0,-4,-179
3209 全科,2023/7/5,3209,9,0,-1,8
3209 全科,2023/7/4,3209,-61,0,3,-58
3209 全科,2023/7/3,3209,-10,0,4,-6
3209 全科,2023/6/30,3209,113,0,-3,110
3209 全科,2023/6/29,3209,-139,0,1,-138
3209 全科,2023/6/28,3209,-34,0,0,-34
3209 全科,2023/6/27,3209,-244,0,4,-240
3209 全科,2023/6/26,3209,24,0,-1,23
3209 全科,2023/6/21,3209,-62,0,8,-54
3209 全科,2023/6/20,3209,-185,0,-5,-190
3209 全科,2023/6/19,3209,-299,0,2,-297
3209 全科,2023/6/16,3209,8,0,6,14
3209 全科,2023/6/15,3209,103,0,1,104
3209 全科,2023/6/14,3209,-11,0,-27,-38
3209 全科,2023/6/13,3209,-35,0,1,-34
3209 全科,2023/6/12,3209,-925,0,-151,-1076
3209 全科,2023/6/9,3209,-98,0,2,-96
3209 全科,2023/6/8,3209,53,0,-40,13
3209 全科,2023/6/7,3209,114,0,-11,103
3209 全科,2023/6/6,3209,-183,0,0,-183
3209 全科,2023/6/5,3209,277,0,11,288
3209 全科,2023/6/2,3209,28,0,0,28
3209 全科,2023/6/1,3209,-22,0,-3,-25
3211 順達,2023/9/19,3211,3,0,0,3
3211 順達,2023/9/18,3211,22,0,16,38
3211 順達,2023/9/15,3211,-40,0,-15,-55
3211 順達,2023/9/14,3211,57,0,38,95
3211 順達,2023/9/13,3211,19,0,5,24
3211 順達,2023/9/12,3211,15,0,0,15
3211 順達,2023/9/11,3211,21,0,0,21
3211 順達,2023/9/8,3211,53,0,-3,50
3211 順達,2023/9/7,3211,47,0,3,50
3211 順達,2023/9/6,3211,197,0,9,206
3211 順達,2023/9/5,3211,39,0,20,59
3211 順達,2023/9/4,3211,26,0,3,29
3211 順達,2023/9/1,3211,59,0,-10,49
3211 順達,2023/8/31,3211,7,0,6,13
3211 順達,2023/8/30,3211,57,0,7,64
3211 順達,2023/8/29,3211,26,0,0,26
3211 順達,2023/8/28,3211,-59,0,-2,-61
3211 順達,2023/8/25,3211,62,0,-2,60
3211 順達,2023/8/24,3211,3,0,4,7
3211 順達,2023/8/23,3211,26,0,-1,25
3211 順達,2023/8/22,3211,-44,0,4,-40
3211 順達,2023/8/21,3211,5,0,2,7
3211 順達,2023/8/18,3211,-24,0,-2,-26
3211 順達,2023/8/17,3211,72,0,0,72
3211 順達,2023/8/16,3211,-40,0,-7,-47
3211 順達,2023/8/15,3211,16,0,0,16
3211 順達,2023/8/14,3211,-101,0,-12,-113
3211 順達,2023/8/11,3211,-4,0,-6,-10
3211 順達,2023/8/10,3211,-60,0,0,-60
3211 順達,2023/8/9,3211,127,0,12,139
3211 順達,2023/8/8,3211,-3,0,-16,-19
3211 順達,2023/8/7,3211,77,0,0,77
3211 順達,2023/8/4,3211,4,0,-1,3
3211 順達,2023/8/2,3211,18,0,-3,15
3211 順達,2023/8/1,3211,5,0,-42,-37
3211 順達,2023/7/31,3211,96,0,-23,73
3211 順達,2023/7/28,3211,-52,0,-104,-156
3211 順達,2023/7/27,3211,-41,0,16,-25
3211 順達,2023/7/26,3211,185,0,-11,174
3211 順達,2023/7/25,3211,88,0,27,115
3211 順達,2023/7/24,3211,12,0,34,46
3211 順達,2023/7/21,3211,85,0,26,111
3211 順達,2023/7/20,3211,169,0,-13,156
3211 順達,2023/7/19,3211,2,0,-17,-15
3211 順達,2023/7/18,3211,-43,0,22,-21
3211 順達,2023/7/17,3211,75,0,29,104
3211 順達,2023/7/14,3211,48,0,0,48
3211 順達,2023/7/13,3211,-59,0,-5,-64
3211 順達,2023/7/12,3211,1,0,-11,-10
3211 順達,2023/7/11,3211,5,0,3,8
3211 順達,2023/7/10,3211,16,0,0,16
3211 順達,2023/7/7,3211,-35,0,0,-35
3211 順達,2023/7/6,3211,185,0,-8,177
3211 順達,2023/7/5,3211,40,0,5,45
3211 順達,2023/7/4,3211,138,0,0,138
3211 順達,2023/7/3,3211,35,0,3,38
3211 順達,2023/6/30,3211,-11,0,5,-6
3211 順達,2023/6/29,3211,-17,0,-1,-18
3211 順達,2023/6/28,3211,56,0,4,60
3211 順達,2023/6/27,3211,-72,0,3,-70
3211 順達,2023/6/26,3211,2,0,0,2
3211 順達,2023/6/21,3211,22,0,-8,13
3211 順達,2023/6/20,3211,-30,0,0,-30
3211 順達,2023/6/19,3211,-25,0,-8,-33
3211 順達,2023/6/16,3211,25,0,0,25
3211 順達,2023/6/15,3211,79,0,-15,64
3211 順達,2023/6/14,3211,129,0,0,129
3211 順達,2023/6/13,3211,96,0,-6,90
3211 順達,2023/6/12,3211,85,0,-7,78
3211 順達,2023/6/9,3211,-44,0,3,-41
3211 順達,2023/6/8,3211,131,0,5,136
3211 順達,2023/6/7,3211,260,0,13,273
3211 順達,2023/6/6,3211,33,0,-2,31
3211 順達,2023/6/5,3211,19,0,-2,17
3211 順達,2023/6/2,3211,66,0,28,94
3211 順達,2023/6/1,3211,68,0,14,82
3213 茂訊,2023/9/19,3213,32,0,-26,6
3213 茂訊,2023/9/18,3213,76,1,19,96
3213 茂訊,2023/9/15,3213,-89,0,0,-89
3213 茂訊,2023/9/14,3213,-132,23,1,-108
3213 茂訊,2023/9/13,3213,-1271,33,-30,-1268
3213 茂訊,2023/9/12,3213,-440,156,106,-178
3213 茂訊,2023/9/11,3213,338,0,2,340
3213 茂訊,2023/9/8,3213,-611,0,95,-516
3213 茂訊,2023/9/7,3213,174,0,1,175
3213 茂訊,2023/9/6,3213,81,0,0,81
3213 茂訊,2023/9/5,3213,116,0,0,116
3213 茂訊,2023/9/4,3213,86,0,3,89
3213 茂訊,2023/9/1,3213,39,0,12,51
3213 茂訊,2023/8/31,3213,107,0,12,119
3213 茂訊,2023/8/30,3213,-28,0,0,-28
3213 茂訊,2023/8/29,3213,69,0,0,69
3213 茂訊,2023/8/28,3213,-46,0,-31,-77
3213 茂訊,2023/8/25,3213,70,0,0,70
3213 茂訊,2023/8/24,3213,149,0,-8,141
3213 茂訊,2023/8/23,3213,165,0,0,165
3213 茂訊,2023/8/22,3213,-114,0,0,-114
3213 茂訊,2023/8/21,3213,40,0,0,40
3213 茂訊,2023/8/18,3213,3,0,13,16
3213 茂訊,2023/8/17,3213,312,0,7,319
3213 茂訊,2023/8/16,3213,274,0,0,274
3213 茂訊,2023/8/15,3213,-519,0,-2,-521
3213 茂訊,2023/8/14,3213,222,0,18,240
3213 茂訊,2023/8/11,3213,-70,0,0,-70
3213 茂訊,2023/8/10,3213,-766,0,-4,-770
3213 茂訊,2023/8/9,3213,65,0,-17,48
3213 茂訊,2023/8/8,3213,3,0,0,3
3213 茂訊,2023/8/7,3213,-563,0,0,-563
3213 茂訊,2023/8/4,3213,907,0,0,907
3213 茂訊,2023/8/2,3213,-128,0,2,-126
3213 茂訊,2023/8/1,3213,-246,0,1,-245
3213 茂訊,2023/7/31,3213,110,0,-1,109
3213 茂訊,2023/7/28,3213,74,0,0,74
3213 茂訊,2023/7/27,3213,30,0,0,30
3213 茂訊,2023/7/26,3213,-97,0,0,-97
3213 茂訊,2023/7/25,3213,292,0,0,292
3213 茂訊,2023/7/24,3213,-362,0,5,-357
3213 茂訊,2023/7/21,3213,85,0,-2,83
3213 茂訊,2023/7/20,3213,372,0,0,372
3213 茂訊,2023/7/19,3213,-179,0,0,-179
3213 茂訊,2023/7/18,3213,249,0,-1,248
3213 茂訊,2023/7/17,3213,173,0,-1,172
3213 茂訊,2023/7/14,3213,104,0,0,104
3213 茂訊,2023/7/13,3213,150,0,0,150
3213 茂訊,2023/7/12,3213,-61,0,0,-61
3213 茂訊,2023/7/11,3213,-27,0,0,-27
3213 茂訊,2023/7/10,3213,-171,0,1,-170
3213 茂訊,2023/7/7,3213,51,0,-1,50
3213 茂訊,2023/7/6,3213,-82,0,-8,-90
3213 茂訊,2023/7/5,3213,-81,0,10,-71
3213 茂訊,2023/7/4,3213,-64,0,0,-64
3213 茂訊,2023/7/3,3213,58,0,0,58
3213 茂訊,2023/6/30,3213,65,0,0,65
3213 茂訊,2023/6/29,3213,-2,0,0,-2
3213 茂訊,2023/6/28,3213,73,0,0,73
3213 茂訊,2023/6/27,3213,-27,0,17,-10
3213 茂訊,2023/6/26,3213,-30,0,0,-30
3213 茂訊,2023/6/21,3213,-18,0,0,-18
3213 茂訊,2023/6/20,3213,303,0,1,304
3213 茂訊,2023/6/19,3213,-223,0,-2,-225
3213 茂訊,2023/6/16,3213,-26,0,0,-26
3213 茂訊,2023/6/15,3213,74,0,-2,72
3213 茂訊,2023/6/14,3213,36,0,0,36
3213 茂訊,2023/6/13,3213,63,0,0,63
3213 茂訊,2023/6/12,3213,-25,0,0,-25
3213 茂訊,2023/6/9,3213,31,0,1,32
3213 茂訊,2023/6/8,3213,-26,0,0,-26
3213 茂訊,2023/6/7,3213,-60,0,-2,-62
3213 茂訊,2023/6/6,3213,19,0,0,19
3213 茂訊,2023/6/5,3213,6,0,9,15
3213 茂訊,2023/6/2,3213,9,0,0,9
3213 茂訊,2023/6/1,3213,11,0,-23,-12
3217 優群,2023/9/19,3217,-375,-167,-70,-612
3217 優群,2023/9/18,3217,24,16,7,47
3217 優群,2023/9/15,3217,-313,-87,-154,-554
3217 優群,2023/9/14,3217,230,4,56,290
3217 優群,2023/9/13,3217,-281,-107,1,-387
3217 優群,2023/9/12,3217,418,-59,-131,228
3217 優群,2023/9/11,3217,610,-281,-276,53
3217 優群,2023/9/8,3217,673,0,224,897
3217 優群,2023/9/7,3217,116,-83,-172,-139
3217 優群,2023/9/6,3217,-23,113,-37,53
3217 優群,2023/9/5,3217,139,-20,3,122
3217 優群,2023/9/4,3217,-727,0,193,-534
3217 優群,2023/9/1,3217,290,0,-29,261
3217 優群,2023/8/31,3217,2964,148,54,3166
3217 優群,2023/8/30,3217,61,387,135,583
3217 優群,2023/8/29,3217,-43,-373,51,-365
3217 優群,2023/8/28,3217,-74,-489,17,-546
3217 優群,2023/8/25,3217,127,-300,20,-153
3217 優群,2023/8/24,3217,98,-167,25,-44
3217 優群,2023/8/23,3217,718,-401,19,336
3217 優群,2023/8/22,3217,-482,-39,58,-463
3217 優群,2023/8/21,3217,124,0,6,130
3217 優群,2023/8/18,3217,-538,-20,-148,-706
3217 優群,2023/8/17,3217,101,1,54,156
3217 優群,2023/8/16,3217,111,-14,-16,81
3217 優群,2023/8/15,3217,140,-122,32,50
3217 優群,2023/8/14,3217,-18,-249,-57,-324
3217 優群,2023/8/11,3217,143,0,4,147
3217 優群,2023/8/10,3217,-162,-965,29,-1098
3217 優群,2023/8/9,3217,22,-85,-17,-80
3217 優群,2023/8/8,3217,344,0,-1,343
3217 優群,2023/8/7,3217,1829,12,26,1867
3217 優群,2023/8/4,3217,-22,31,66,75
3217 優群,2023/8/2,3217,-548,-400,-90,-1038
3217 優群,2023/8/1,3217,-2611,0,-402,-3013
3217 優群,2023/7/31,3217,2152,-130,305,2327
3217 優群,2023/7/28,3217,318,-200,236,354
3217 優群,2023/7/27,3217,74,-260,-71,-256
3217 優群,2023/7/26,3217,-1902,-21,14,-1909
3217 優群,2023/7/25,3217,173,-127,18,64
3217 優群,2023/7/24,3217,90,0,-51,39
3217 優群,2023/7/21,3217,227,-150,-64,13
3217 優群,2023/7/20,3217,-21,-347,9,-359
3217 優群,2023/7/19,3217,210,-91,-62,57
3217 優群,2023/7/18,3217,22,-108,-24,-110
3217 優群,2023/7/17,3217,-644,-8,-136,-788
3217 優群,2023/7/14,3217,781,-20,88,849
3217 優群,2023/7/13,3217,168,-259,-183,-274
3217 優群,2023/7/12,3217,-199,-50,18,-231
3217 優群,2023/7/11,3217,712,212,88,1012
3217 優群,2023/7/10,3217,333,-20,-165,148
3217 優群,2023/7/7,3217,227,-20,-23,184
3217 優群,2023/7/6,3217,-961,-20,47,-934
3217 優群,2023/7/5,3217,459,439,186,1084
3217 優群,2023/7/4,3217,-681,-40,-40,-761
3217 優群,2023/7/3,3217,-1070,44,215,-811
3217 優群,2023/6/30,3217,228,182,5,415
3217 優群,2023/6/29,3217,233,0,-37,196
3217 優群,2023/6/28,3217,544,-271,-2,271
3217 優群,2023/6/27,3217,852,0,-44,808
3217 優群,2023/6/26,3217,-95,0,-33,-128
3217 優群,2023/6/21,3217,1067,-32,137,1172
3217 優群,2023/6/20,3217,647,99,181,927
3217 優群,2023/6/19,3217,-454,68,-49,-435
3217 優群,2023/6/16,3217,252,0,90,342
3217 優群,2023/6/15,3217,-138,0,96,-42
3217 優群,2023/6/14,3217,-157,521,65,429
3217 優群,2023/6/13,3217,-292,0,-28,-320
3217 優群,2023/6/12,3217,376,40,-53,363
3217 優群,2023/6/9,3217,991,3,-114,880
3217 優群,2023/6/8,3217,-215,0,-61,-276
3217 優群,2023/6/7,3217,-766,110,86,-570
3217 優群,2023/6/6,3217,973,564,123,1660
3217 優群,2023/6/5,3217,-88,0,-21,-109
3217 優群,2023/6/2,3217,146,30,0,176
3217 優群,2023/6/1,3217,14,-151,30,-107
3218 大學光,2023/9/19,3218,-24,0,-1,-25
3218 大學光,2023/9/18,3218,-10,0,6,-4
3218 大學光,2023/9/15,3218,-7,-1,3,-5
3218 大學光,2023/9/14,3218,27,0,-12,15
3218 大學光,2023/9/13,3218,-8,0,-13,-21
3218 大學光,2023/9/12,3218,-36,0,-17,-54
3218 大學光,2023/9/11,3218,-49,0,-5,-54
3218 大學光,2023/9/8,3218,-30,0,-7,-38
3218 大學光,2023/9/7,3218,-79,0,-7,-86
3218 大學光,2023/9/6,3218,-77,0,7,-70
3218 大學光,2023/9/5,3218,-32,0,-8,-40
3218 大學光,2023/9/4,3218,-108,0,-14,-122
3218 大學光,2023/9/1,3218,31,16,29,76
3218 大學光,2023/8/31,3218,-56,0,6,-50
3218 大學光,2023/8/30,3218,54,-22,23,55
3218 大學光,2023/8/29,3218,-76,-54,16,-114
3218 大學光,2023/8/28,3218,-51,-7,5,-54
3218 大學光,2023/8/25,3218,-325,-9,-7,-341
3218 大學光,2023/8/24,3218,-92,-62,28,-126
3218 大學光,2023/8/23,3218,4,-49,2,-43
3218 大學光,2023/8/22,3218,-206,-41,26,-221
3218 大學光,2023/8/21,3218,-85,-50,4,-131
3218 大學光,2023/8/18,3218,-38,1,2,-36
3218 大學光,2023/8/17,3218,-4,0,4,0
3218 大學光,2023/8/16,3218,20,0,4,25
3218 大學光,2023/8/15,3218,16,0,3,19
3218 大學光,2023/8/14,3218,-24,0,-6,-30
3218 大學光,2023/8/11,3218,-6,0,-49,-55
3218 大學光,2023/8/10,3218,-17,0,-17,-34
3218 大學光,2023/8/9,3218,62,0,2,64
3218 大學光,2023/8/8,3218,-112,0,-9,-121
3218 大學光,2023/8/7,3218,2,0,-39,-37
3218 大學光,2023/8/4,3218,-20,0,-13,-33
3218 大學光,2023/8/2,3218,-196,0,1,-195
3218 大學光,2023/8/1,3218,-14,0,22,8
3218 大學光,2023/7/31,3218,-78,0,32,-46
3218 大學光,2023/7/28,3218,27,0,0,27
3218 大學光,2023/7/27,3218,18,-16,-2,0
3218 大學光,2023/7/26,3218,-30,-14,4,-40
3218 大學光,2023/7/25,3218,144,-29,2,118
3218 大學光,2023/7/24,3218,136,0,-2,134
3218 大學光,2023/7/21,3218,-195,0,-1,-195
3218 大學光,2023/7/20,3218,-46,0,3,-43
3218 大學光,2023/7/19,3218,231,0,-1,230
3218 大學光,2023/7/18,3218,-100,-104,-8,-212
3218 大學光,2023/7/17,3218,-238,-90,-1,-329
3218 大學光,2023/7/14,3218,-97,-80,4,-173
3218 大學光,2023/7/13,3218,-190,-90,-11,-291
3218 大學光,2023/7/12,3218,-158,0,-5,-163
3218 大學光,2023/7/11,3218,-152,-70,-6,-228
3218 大學光,2023/7/10,3218,-269,0,-5,-274
3218 大學光,2023/7/7,3218,-368,18,6,-344
3218 大學光,2023/7/6,3218,-38,11,-4,-31
3218 大學光,2023/7/5,3218,33,-90,-9,-66
3218 大學光,2023/7/4,3218,28,-30,9,7
3218 大學光,2023/7/3,3218,36,0,3,38
3218 大學光,2023/6/30,3218,24,0,-76,-52
3218 大學光,2023/6/29,3218,332,23,113,468
3218 大學光,2023/6/28,3218,28,-26,-7,-5
3218 大學光,2023/6/27,3218,82,18,-7,93
3218 大學光,2023/6/26,3218,7,-6,-1,0
3218 大學光,2023/6/21,3218,-254,0,-2,-256
3218 大學光,2023/6/20,3218,46,0,2,48
3218 大學光,2023/6/19,3218,-33,-30,-28,-91
3218 大學光,2023/6/16,3218,566,-63,-27,477
3218 大學光,2023/6/15,3218,89,0,37,126
3218 大學光,2023/6/14,3218,-6,0,7,1
3218 大學光,2023/6/13,3218,345,-119,-52,174
3218 大學光,2023/6/12,3218,-517,-85,-62,-663
3218 大學光,2023/6/9,3218,75,-40,-51,-16
3218 大學光,2023/6/8,3218,233,-98,60,195
3218 大學光,2023/6/7,3218,173,0,-2,171
3218 大學光,2023/6/6,3218,-29,0,-1,-30
3218 大學光,2023/6/5,3218,81,-19,1,63
3218 大學光,2023/6/2,3218,97,-14,5,87
3218 大學光,2023/6/1,3218,31,0,-2,29
3219 倚強科,2023/9/19,3219,0,0,0,0
3219 倚強科,2023/9/18,3219,-3,0,0,-3
3219 倚強科,2023/9/15,3219,-1,0,0,-1
3219 倚強科,2023/9/14,3219,0,0,0,0
3219 倚強科,2023/9/13,3219,0,0,0,0
