index_name,date,index_open,index_high,index_low,index_close,index_volume,index_ma5,index_ma10,index_ma20,index_ma60,index_mavol_5,index_mavol_10,index_mavol_20,index_mavol_60
TSE,2022/12/1,15059.92,15152.38,14998.03,15012.8,7511123,14787.47,14682.65,14268.43,13817.64,6349702,5665021,6094407,5581004
OTC,2022/11/30,185.07,187.37,185.07,187.37,1387537,185.71,184.81,180.53,177.44,1360391,1410362,1423733,1241457
TSE,2022/11/30,14678.23,14879.55,14678.23,14879.55,7413107,14741.71,14634.89,14167.12,13812.05,5967787,5504009,5953086,5535585
OTC,2022/11/29,185.25,185.25,183.93,184.93,1356678,185.11,184.4,179.61,177.55,1352978,1425862,1418601,1243165
TSE,2022/11/29,14503.79,14716.58,14449.05,14709.64,6002496,14687.51,14600.67,14078.15,13808.41,5382434,5460912,5801513,5497841
OTC,2022/11/28,184.03,185.65,182.83,185.39,1220856,184.69,184.08,178.7,177.75,1355556,1439999,1408627,1246296
TSE,2022/11/28,14636.9,14638.19,14503.12,14556.87,5256730,14654.02,14584.34,13994.53,13807.8,5090003,5651999,5717883,5494298
OTC,2022/11/25,186.65,187.43,184.34,184.34,1363713,184.29,183.58,177.65,177.93,1387633,1449091,1395047,1254829
TSE,2022/11/25,14764.94,14835.66,14756.01,14778.51,5565055,14632.53,14546.14,13914.17,13811.88,4946275,5835720,5681522,5509575
OTC,2022/11/24,184.61,186.54,184.61,186.54,1473169,184.19,183.05,176.55,178.18,1444418,1486558,1382707,1262114
TSE,2022/11/24,14649.8,14784,14649.8,14784,5601547,14577.82,14469.05,13814.67,13817.16,4980340,6117841,5638168,5512082
OTC,2022/11/23,183.35,184.74,183.35,184.35,1350474,183.9,181.91,175.42,178.37,1460333,1469261,1359696,1262082
TSE,2022/11/23,14595.5,14647.98,14573.41,14608.54,4486340,14528.07,14341.02,13721.79,13819.99,5040230,6070326,5614068,5503103
OTC,2022/11/22,183.41,183.68,182.33,182.83,1369567,183.69,181,174.17,178.55,1498747,1475626,1332007,1264440
TSE,2022/11/22,14404.08,14542.79,14371.09,14542.2,4540344,14513.83,14244.05,13627.81,13825.29,5539390,6263122,5619348,5528350
OTC,2022/11/21,184.02,184.97,183.22,183.37,1381241,183.46,179.99,172.99,178.81,1524441,1494284,1304796,1272270
TSE,2022/11/21,14514.71,14530.76,14421.65,14449.39,4538087,14514.65,14124.61,13534.01,13837.56,6213996,6420056,5654743,5548032
OTC,2022/11/18,185.28,186.03,183.61,183.85,1647637,182.88,178.95,171.94,179.04,1510550,1507088,1275627,1278025
TSE,2022/11/18,14584.31,14669.98,14470.48,14504.99,5735383,14459.76,14002.04,13454.39,13850.07,6725165,6572339,5683225,5551536
OTC,2022/11/17,183.36,185.11,183.15,185.11,1552747,181.91,177.73,170.83,179.23,1528699,1469418,1236216,1276892
TSE,2022/11/17,14489.41,14545.89,14383.55,14535.23,5900998,14360.27,13854.21,13370.1,13859.47,7255341,6523792,5627393,5536755
OTC,2022/11/16,181.85,183.31,180.75,183.31,1542542,179.91,176.25,169.8,179.37,1478189,1437105,1203712,1274787
TSE,2022/11/16,14637.85,14657.66,14481.06,14537.35,6982139,14153.98,13699.35,13290.64,13868.82,7100421,6402163,5672180,5518218
OTC,2022/11/15,180.6,181.66,180.33,181.66,1498040,178.31,174.81,168.92,179.55,1452506,1411340,1167918,1275498
TSE,2022/11/15,14325.49,14568.51,14278.53,14546.31,7913371,13974.27,13555.63,13212.61,13880.61,6986855,6142115,5573082,5490194
OTC,2022/11/14,179.32,180.45,179.32,180.45,1311782,176.53,173.33,168.21,179.77,1464126,1377256,1140079,1281328
TSE,2022/11/14,14080.91,14217.3,14076.94,14174.9,7093934,13734.56,13404.72,13141.53,13894.99,6626117,5783767,5450850,5453238
OTC,2022/11/11,176.8,181.32,176.8,179.04,1738385,175.03,171.72,167.51,179.99,1503626,1341002,1128417,1286382
TSE,2022/11/11,13878.95,14045.51,13878.95,14007.56,8386262,13544.32,13282.21,13081.09,13915.35,6419513,5527324,5417404,5418625
OTC,2022/11/10,175.24,176.17,174.65,175.09,1300196,173.55,170.04,166.93,180.2,1410137,1278856,1094439,1280671
TSE,2022/11/10,13556.51,13559.4,13463.85,13503.76,5126398,13348.15,13160.29,13037.12,13939.65,5792244,5158496,5312466,5370714
OTC,2022/11/9,173.27,175.38,173.27,175.3,1414127,172.59,168.93,166.31,180.45,1396021,1250131,1093552,1285523
TSE,2022/11/9,13410.19,13638.81,13410.19,13638.81,6414308,13244.72,13102.55,13002.47,13971.6,5703905,5157810,5380050,5380667
OTC,2022/11/8,173.35,175.81,172.74,172.75,1556138,171.32,167.33,165.99,180.69,1370173,1188388,1077838,1286498
TSE,2022/11/8,13274.91,13389.25,13274.91,13347.76,6109681,13136.99,13011.58,12974.59,14001.24,5297375,4975574,5319846,5380929
OTC,2022/11/7,172.07,173.7,171.95,172.95,1509285,170.13,165.98,165.78,180.92,1290385,1115308,1058509,1283360
TSE,2022/11/7,13109.35,13246.59,13103.35,13223.73,6060917,13074.88,12943.41,12962.5,14033.59,4941417,4889430,5337405,5375735
OTC,2022/11/4,170.11,171.66,169.47,171.66,1270940,168.42,164.92,165.96,181.12,1178377,1044166,1040798,1281089
TSE,2022/11/4,12941.78,13029.94,12868.25,13026.71,5249914,13020.09,12906.74,12986.43,14066.49,4635134,4794112,5252245,5380184
OTC,2022/11/3,168.53,170.38,167.14,170.3,1229613,166.53,163.92,166.29,181.29,1147574,1003014,1038729,1280726
TSE,2022/11/3,12985.55,12991.37,12905.35,12986.6,4684705,12972.43,12885.99,13029.7,14098.37,4524749,4730994,5223619,5398545
OTC,2022/11/2,166.74,168.97,166.72,168.93,1284889,165.27,163.34,166.65,181.51,1104240,970320,1051701,1282791
TSE,2022/11/2,13033.15,13100.17,13014.04,13100.17,4381658,12960.38,12881.94,13070.44,14132.76,4611716,4942197,5312521,5408565
OTC,2022/11/1,164.43,166.91,164.3,166.82,1157200,163.34,163.03,167.05,181.75,1006602,924496,1052357,1282991
TSE,2022/11/1,12933.12,13062.9,12907.61,13037.21,4329893,12886.16,12869.6,13094.26,14164.76,4653773,5004049,5364089,5416724
OTC,2022/10/31,162.7,164.68,162.7,164.38,949245,161.83,163.08,167.33,182,940230,902903,1051336,1284278
TSE,2022/10/31,12862.37,12977.61,12826.34,12949.75,4529501,12811.94,12878.34,13107.42,14198.08,4837443,5117933,5396963,5438594
OTC,2022/10/28,163.74,163.74,161.83,162.24,1116924,161.43,163.3,167.78,182.23,909954,915833,1065084,1287859
TSE,2022/10/28,12874.83,12891.38,12723.98,12788.42,4697989,12793.39,12879.97,13131.16,14227.29,4953089,5307484,5468821,5450354
OTC,2022/10/27,159.44,163.98,159.44,163.98,1012944,161.3,163.82,168.27,182.5,858453,910021,1070009,1288846
TSE,2022/10/27,12807.69,12954.32,12807.69,12926.37,5119538,12799.54,12913.94,13168.45,14260.43,4937238,5466436,5521320,5451792
OTC,2022/10/26,159.49,159.99,158.16,159.28,796699,161.41,163.68,168.55,182.76,836399,936973,1088289,1292873
TSE,2022/10/26,12666.42,12791.97,12635.52,12729.05,4591945,12803.49,12902.38,13195.44,14290.78,5272677,5602290,5610225,5467266
