證券代碼,年月日,收盤價(元),季別,市值(百萬元),每股盈餘,ROE－綜合損益,營業毛利,營業收入淨額,營業費用,營業利益,營業毛利率,營業利益率,營業費用率,營收成長率,營業毛利成長率,營業利益成長率,營收變動率,營業利益變動率,流動比率,速動比率,負債比率,等級,評鑑結果,屆次
2302 麗正,2022/12/30,16.053,4,"2,777",0.17,1.29,"90,245","223,325","47,157","43,088",40.41,19.29,21.12,22.24,41.09,177.36,-8.54,-2.21,264.52,190.32,14.16,D-,81%至100%,9
2303 聯電,2022/12/30,37.9434,4,"508,943",1.55,6.01,"29,123,939","67,835,715","6,798,211","23,636,775",42.93,34.84,10.02,14.78,26.06,34.18,-10.02,-21.62,232.46,200.23,37.07,A+,前5%,9
2329 華泰,2022/12/30,16.8957,4,"9,746",0.24,4.34,"507,064","3,595,613","241,591","265,473",14.1,7.38,6.72,-11.46,-43.86,-58.99,-5.6,-24.64,202.27,154.83,42.46,C,36%至50%,9
2330 台積電,2022/12/30,444.0069,4,"11,629,776",11.41,9.78,"389,184,929","625,531,868","64,535,382","325,040,770",62.22,51.96,10.32,42.75,68.66,77.84,2.02,4.74,217.42,189.88,40.37,A+,前5%,9
2337 旺宏,2022/12/30,32.0093,4,"62,635",0.33,1.72,"3,097,085","9,077,926","2,342,835","754,250",34.12,8.31,25.81,-37.59,-54.87,-81.58,-20.87,-68.79,238.45,149.02,37.29,A,6%至20%,9
2338 光罩,2022/12/30,82.0297,4,"21,721",3.27,14.53,"535,695","1,970,974","234,154","301,541",27.18,15.3,11.88,16.02,29.96,73.39,-4.71,-0.92,84.59,71.83,75.22,D,66%至80%,9
2340 台亞,2022/12/30,33.161,4,"14,804",-0.04,-0.93,"158,051","860,213","194,689","-36,638",18.37,-4.26,22.63,-37.05,-62.02,-120.95,-18.76,-144.52,349.94,263.19,19.38,C,36%至50%,9
2342 茂矽,2022/12/30,35.3005,4,"5,793",0.32,3.01,"134,612","498,732","57,627","76,985",26.99,15.44,11.55,-5.91,-12.81,-18.65,-9.8,-21.24,346.1,310.51,35.74,C-,51%至65%,9
2344 華邦電,2022/12/30,19.6,4,"78,008",0.14,3.55,"7,200,399","19,223,813","6,242,958","957,441",37.46,4.98,32.48,-26.05,-38.56,-82.78,-13.19,-72.43,246.74,164.68,44.22,A,6%至20%,9
2351 順德,2022/12/30,93.4195,4,"17,558",0.84,2.49,"467,667","2,848,048","201,170","266,497",16.42,9.36,7.06,-6.16,-8.87,-7.24,-5,6.84,214.43,96.19,45.95,B,21%至35%,9
2363 矽統,2022/12/30,15.374,4,"12,181",-0.14,10.76,"-4,889","44,418","106,489","-111,378",-11.01,-250.75,239.74,-34.93,-120.72,-21.23,27.27,1.67,"1,683.20","1,563.87",0.71,D,66%至80%,9
2369 菱生,2022/12/30,12.7562,4,"4,922",0.03,1.5,"-14,631","1,236,968","105,812","-120,443",-1.18,-9.74,8.55,-37.12,-103.81,-150.36,-8.93,-53.84,232.56,172.41,32.05,C,36%至50%,9
2379 瑞昱,2022/12/30,281,4,"144,115",4.16,0.27,"9,499,970","21,762,118","7,729,684","1,770,286",43.65,8.13,35.52,-20.49,-34.35,-62.16,-26.9,-56.14,152.68,110.98,58.87,A,6%至20%,9
2388 威盛,2022/12/30,67.1767,4,"33,482",0.01,-1.88,"686,851","2,203,992","841,375","-154,524",31.16,-7.01,38.18,13.74,-13.39,67.25,-15.08,-312.53,240.67,182.23,40.3,C,36%至50%,9
2401 凌陽,2022/12/30,21.9292,4,"13,261",-0.22,-0.92,"462,862","1,169,338","624,388","-165,757",39.58,-14.18,53.4,-42.35,-57.49,-194.24,-18.64,-114.23,490.33,352.5,21.88,B,21%至35%,9
2408 南亞科,2022/12/30,49.6524,4,"158,619",-0.37,-1.49,"1,036,908","7,953,553","2,580,822","-1,543,914",13.04,-19.41,32.45,-62.83,-90.18,-119.24,-27.84,-267.81,652.16,496.23,10.52,A+,前5%,9
2434 統懋,2022/12/30,27.8,4,"1,029",-0.78,-6.02,"-4,579","20,374","14,810","-19,389",-22.47,-95.17,72.69,-12.51,-211.38,-80.45,-12.01,7.98,199.27,137.14,26.26,D-,81%至100%,9
2436 偉詮電,2022/12/30,40.3989,4,"7,352",0.06,0.02,"141,108","670,758","160,657","-19,549",21.04,-2.91,23.95,-30.92,-59.22,-110.77,10.62,"-1,518.65",215.2,134.33,37.17,C-,51%至65%,9
2441 超豐,2022/12/30,48,4,"27,305",0.51,1.34,"524,922","3,038,213","126,740","398,182",17.28,13.11,4.17,-40.48,-67.32,-72.33,-13.41,-28.06,295.76,209.37,14.42,B,21%至35%,9
2449 京元電子,2022/12/30,34.163,4,"44,263",1.23,4.61,"3,031,268","8,849,563","1,003,943","2,027,325",34.25,22.91,11.34,-7.18,-2.82,-4.84,-1.89,-5.1,218.06,199.09,50.31,D,66%至80%,9
2451 創見,2022/12/30,61.3037,4,"28,318",0.11,0.62,"550,892","2,600,013","293,994","256,898",21.19,9.88,11.31,-25.68,-38.61,-56.37,-15.2,64.02,"1,139.28",917.82,9.19,B,21%至35%,9
2454 聯發科,2022/12/30,564.4825,4,"999,654",11.67,3.28,"52,261,366","108,194,084","34,175,111","18,086,255",48.3,16.72,31.59,-15.9,-18.12,-39.15,-23.89,-45.28,210.25,156.44,27.18,A+,前5%,9
2458 義隆,2022/12/30,81.3336,4,"26,134",0.17,1.14,"766,549","1,964,103","747,374","19,175",39.03,0.98,38.05,-52.8,-62.71,-98.31,-30.33,-96.4,333.07,188.35,27.79,A,6%至20%,9
2481 強茂,2022/12/30,55.6674,4,"22,165",0.39,-0.57,"746,278","2,858,049","536,751","209,527",26.11,7.33,18.78,-16.61,-32.52,-63.32,-9.8,-30.47,193.56,131.78,48.88,C,36%至50%,9
3006 晶豪科,2022/12/30,63.5644,4,"18,600",-3.35,-7.94,"-603,485","2,666,777","151,685","-755,170",-22.63,-28.32,5.69,-54.45,-126.48,-151.79,-23.82,"-2,145.12",200.9,80.31,42.02,A,6%至20%,9
3014 聯陽,2022/12/30,69.6653,4,"11,807",1.28,4.59,"604,564","1,145,591","339,740","264,824",52.77,23.12,29.66,-33.06,-31.2,-43.57,5.75,6.54,393.82,289.44,19.34,B,21%至35%,9
3016 嘉晶,2022/12/30,68.0466,4,"20,255",0.3,1.87,"203,586","1,349,287","87,568","116,018",15.09,8.6,6.49,0.27,-5.1,-18.2,-12.61,-46.22,355.3,283,30.87,C,36%至50%,9
3034 聯詠,2022/12/30,288.3837,4,"191,985",6.64,6.73,"9,090,355","22,420,161","3,881,275","5,209,080",40.55,23.23,17.31,-38.65,-51.65,-61.27,14.6,22.42,326.96,266.8,34.79,A+,前5%,9
3035 智原,2022/12/30,138.6693,4,"35,418",2.11,7.45,"1,546,663","3,249,863","895,179","651,484",47.59,20.05,27.55,22.89,13.88,9.83,0.19,-8.23,234.71,154.12,33.63,A,6%至20%,9
3041 揚智,2022/12/30,20.5,4,"3,981",-0.16,-1.3,"198,296","646,459","225,651","-27,355",30.67,-4.23,34.91,-23.23,-32.06,-299.9,17.85,-178.4,426.15,350.52,13.18,D,66%至80%,9
3094 聯傑,2022/12/30,23.102,4,"1,978",0.14,0.95,"47,106","69,390","38,183","8,923",67.89,12.86,55.03,6.04,-2.46,-19.4,-13.9,-44.21,"1,697.16","1,599.60",10.79,B,21%至35%,9
3105 穩懋,2022/12/30,134.4192,4,"57,868",-0.18,-0.38,"785,530","3,531,276","764,846","20,684",22.24,0.59,21.66,-51.07,-73.12,-98.97,-9.66,110.32,275.54,184.33,49.1,A+,前5%,9
3122 笙泉,2022/12/30,24.8197,4,981,-0.31,-2.42,"30,176","103,088","37,433","-7,257",29.27,-7.04,36.31,-56.17,-74.14,-112.58,1.01,48.39,840.27,581.91,34.88,C-,51%至65%,9
3141 晶宏,2022/12/30,76.9,4,"5,775",-0.71,-2.91,"17,497","398,217","163,902","-146,406",4.39,-36.77,41.16,-49.93,-96.22,-150.13,-35.67,-226.35,185.12,80.3,40.22,B,21%至35%,9
3169 亞信,2022/12/30,94.779,4,"6,180",1.44,4.55,"173,054","307,465","64,746","108,308",56.28,35.23,21.06,-27.06,-30.19,-33.5,-1.38,0.21,690.54,611.73,14.01,D,66%至80%,9
3178 公準,2022/12/30,62.8,4,"2,829",0.95,4.58,"115,318","398,673","50,960","64,358",28.93,16.14,12.78,16.23,50.53,98.02,3.9,49.22,135.56,85.97,56.76,C,36%至50%,9
3189 景碩,2022/12/30,98.5338,4,"47,315",2.64,3.88,"3,598,905","8,614,195","1,357,388","2,241,517",41.78,26.02,15.76,-13.46,7.71,25.23,-25.38,-23.19,182.78,153.37,46.56,B,21%至35%,9
3227 原相,2022/12/30,91.4564,4,"14,092",-0.45,0.48,"566,868","1,020,873","559,606","7,262",55.53,0.71,54.82,-37.89,-35.78,-95.84,-16.48,102.88,375.56,310.97,19.06,A,6%至20%,9
3228 金麗科,2022/12/30,180.5,4,"12,237",-0.41,-3.67,"42,432","67,420","71,409","-28,977",62.94,-42.98,105.92,-50.68,-61.59,-211.95,1.58,-15.2,377,203.88,13.81,D-,81%至100%,9
3257 虹冠電,2022/12/30,42.4015,4,"3,455",-0.08,-1.22,"39,685","85,421","46,569","-6,884",46.46,-8.06,54.52,-71.78,-75.59,-106.76,-13.72,-138.78,"1,482.64",895.64,6.04,D,66%至80%,9
3259 鑫創,2022/12/30,17.7,4,"1,322",-1.01,-13.48,"24,075","99,626","56,174","-32,099",24.17,-32.22,56.38,-38.62,-56.53,-352.67,11.59,13.62,428.63,99.29,20.98,C,36%至50%,9
3260 威剛,2022/12/30,55.6881,4,"15,244",0.69,0.46,"828,074","7,463,021","986,818","-158,744",11.1,-2.13,13.22,-26.71,-23.63,-183.02,-16.34,-186.9,175.93,106.81,64.85,C,36%至50%,9
3264 欣銓,2022/12/30,46.9496,4,"24,312",1.85,6.08,"1,588,796","3,830,398","416,771","1,172,025",41.48,30.6,10.88,21.6,35.32,46.1,-3.64,-10.56,184.67,164.17,46.72,A+,前5%,9
3265 台星科,2022/12/30,42.7103,4,"6,214",0.94,0.85,"274,495","890,003","51,615","222,880",30.84,25.04,5.8,5.6,33.03,47.05,-8.28,-15.89,531.46,509.24,21.46,B,21%至35%,9
3268 海德威,2022/12/30,21.1836,4,730,-0.56,-4.33,"13,533","242,937","18,681","-5,148",5.57,-2.12,7.69,-38.54,-49.7,-169.91,-5.01,-462.28,372.43,348.84,44.62,C-,51%至65%,9
3317 尼克森,2022/12/30,53.5,4,"3,277",0.49,1.17,"150,388","557,761","89,467","60,921",26.96,10.92,16.04,-23.3,-32.47,-51.68,0.45,-11.17,375.85,261.39,22.01,B,21%至35%,9
3372 典範,2022/12/30,11.05,4,"1,939",-0.17,-0.84,"4,480","229,074","20,589","-16,109",1.96,-7.03,8.99,-54.07,-96.56,-115.6,-7.24,46.39,726.08,519.18,10.26,C-,51%至65%,9
3374 精材,2022/12/30,94.0604,4,"26,132",1.67,6.4,"694,929","1,799,372","125,454","585,564",38.62,32.54,6.97,-2.33,6.47,4.94,-15.32,-16.49,345.27,313.48,21.98,A,6%至20%,9
3413 京鼎,2022/12/30,166.3143,4,"17,324",4.43,3.18,"1,354,697","4,181,201","413,677","941,020",32.4,22.51,9.89,24.39,64.6,77.74,3.11,13.66,220.98,161.2,44.99,C,36%至50%,9
3438 類比科,2022/12/30,53.0333,4,"2,552",-0.62,-1.85,"35,963","168,323","64,254","-28,291",21.37,-16.81,38.17,-50.92,-73.89,-151.08,-16.83,-109.91,615.94,364.93,9.32,C,36%至50%,9
3443 創意,2022/12/30,635.1534,4,"85,902",10.05,18.18,"2,699,919","8,082,882","1,211,558","1,488,361",33.4,18.41,14.99,64.62,67.14,147.84,33.34,29.83,155.24,86.67,61.95,A+,前5%,9
3450 聯鈞,2022/12/30,36.26,4,"5,354",-0.22,-0.08,"260,205","1,518,381","148,107","80,617",17.14,5.31,9.75,-14.93,-33.14,-66.44,-14.81,-58.91,180.01,144.54,38.66,D,66%至80%,9
3527 聚積,2022/12/30,96.0396,4,"4,445",-0.17,-0.33,"187,726","493,402","201,402","-13,676",38.05,-2.77,40.82,-32.29,-48.72,-109.75,-2.72,-217.43,521.98,315.43,16.38,A,6%至20%,9
3529 力旺,2022/12/30,"1,321.94",4,"101,706",5.77,15.03,"902,704","902,704","368,090","534,614",100,59.22,40.78,42.97,42.97,61.16,14.18,20.02,423.72,420.64,20.65,A,6%至20%,9
3530 晶相光,2022/12/30,71.5,4,"5,610",-0.52,-1.61,"30,933","423,486","76,095","-45,162",7.3,-10.66,17.97,-51.5,-89.29,-130.11,20.81,-274.88,444.91,106.61,28.99,C-,51%至65%,9
3532 台勝科,2022/12/30,129.8143,4,"52,747",2.57,4.31,"1,620,491","4,400,240","270,698","1,349,793",36.83,30.68,6.15,38.4,129.32,196.27,4.66,-1.04,337.32,266.67,31.04,A,6%至20%,9
3545 敦泰,2022/12/30,58.2188,4,"12,682",0.15,-0.74,"613,389","3,359,611","647,540","-34,151",18.26,-1.02,19.27,-39.97,-77.92,-101.95,41.74,98.84,208.99,106.79,57.46,A,6%至20%,9
3555 重鵬,2022/12/30,28.7,4,739,-0.8,-10.72,"2,855","5,816","8,974","-6,119",49.09,-105.21,154.3,6.21,32.11,-173.02,82.15,36.05,380.23,368.62,26.11,D,66%至80%,9
3556 禾瑞亞,2022/12/30,51.1533,4,"3,504",0.68,3.08,"140,238","259,697","92,244","47,994",54,18.48,35.52,-28.15,-20.67,-35.86,-5.79,-13.01,448.96,241.4,20.82,C-,51%至65%,9
3567 逸昌,2022/12/30,22.5527,4,824,0.3,1.78,"24,128","72,312","10,568","13,560",33.37,18.75,14.61,-37.34,-52.79,-63.97,-13.03,-8.3,302.07,296.77,14.43,B,21%至35%,9
3581 博磊,2022/12/30,21.1849,4,"1,117",0.33,2.8,"147,512","425,950","106,895","40,617",34.63,9.54,25.1,19.03,13.43,26.19,15.07,3.5,164.04,97.09,52.84,D-,81%至100%,9
3583 辛耘,2022/12/30,70.395,4,"5,842",1.78,3.82,"582,032","1,572,078","350,405","225,576",37.02,14.35,22.29,9.51,11.29,31.03,9.11,23.39,112.07,45.42,75.5,C,36%至50%,9
3588 通嘉,2022/12/30,50.6043,4,"3,021",-0.15,-0.59,"106,559","285,223","120,698","-14,139",37.36,-4.96,42.32,-52.52,-59.77,-112.52,-9.89,-334.59,583.9,211.68,12.65,D,66%至80%,9
3592 瑞鼎,2022/12/30,269.7727,4,"23,098",5.23,3.52,"1,303,746","4,196,129","806,103","497,643",31.07,11.86,19.21,-37,-56.99,-65.42,7.49,11.01,264.21,162.26,40.03,NA,資料不足而不列入評鑑,9
3661 世芯-KY,2022/12/30,788,4,"56,679",7.2,0.91,"1,260,075","4,582,131","633,251","626,824",27.5,13.68,13.82,84.39,49.28,51.6,29.02,10.47,276.05,125.52,34.13,C-,51%至65%,9
3675 德微,2022/12/30,158.1165,4,"7,153",2.25,6.93,"193,533","516,184","91,038","102,495",37.49,19.86,17.64,-5.97,0.34,0.97,-6.87,-10.58,137.97,103.38,53.49,B,21%至35%,9
3680 家登,2022/12/30,262.4284,4,"22,326",2.72,4.53,"650,312","1,333,484","301,354","348,958",48.77,26.17,22.6,11.42,15.18,21.89,24.73,33.42,210.52,142.75,56.23,A,6%至20%,9
3686 達能,2022/12/30,15.15,4,"1,159",-0.09,-0.92,"2,448","2,911","7,234","-4,786",84.09,-164.41,248.51,-96.01,-98.29,-103.76,-79.11,39.49,"9,628.28","9,620.38",1.23,D-,81%至100%,9
3707 漢磊,2022/12/30,83.6353,4,"28,189",0.19,1.46,"293,214","2,098,088","173,918","119,296",13.98,5.69,8.29,6.62,-14.48,-42.74,-13.36,-65.63,326.9,246.59,37.82,B,21%至35%,9
3711 日月光投控,2022/12/30,87.1545,4,"410,084",3.68,4.25,"34,099,250","177,417,239","14,324,759","19,774,491",19.22,11.15,8.07,2.59,3.66,0.81,-5.94,-16.5,135.14,88.09,54.75,A,6%至20%,9
4919 新唐,2022/12/30,109.331,4,"48,273",1.7,6.6,"3,816,454","9,569,245","3,161,731","654,723",39.88,6.84,33.04,-7.89,-11.82,-46.07,-7.99,-39.47,219.87,138.62,52.33,B,21%至35%,9
4923 力士,2022/12/30,39.3393,4,"1,408",0.36,1.19,"64,407","217,146","43,517","20,890",29.66,9.62,20.04,-21.29,-26.59,-57.52,-6.37,-19.69,524.28,331.18,17.77,NA,資料不足而不列入評鑑,9
4945 陞達科技,2022/12/30,43.0417,4,"1,350",-0.87,-3.65,"3,913","54,258","27,495","-23,582",7.21,-43.46,50.67,-65.99,-94.84,-167.71,-48.41,-521.03,854.69,634.55,11.87,B,21%至35%,9
4951 精拓科,2022/12/30,45.9444,4,"1,643",0.64,2.44,"74,167","99,863","49,583","24,584",74.27,24.62,49.65,-31.71,-28.14,-53.35,-10.83,-23.94,666.75,587.29,12.25,NA,資料不足而不列入評鑑,9
4952 凌通,2022/12/30,42.2142,4,"5,033",0.22,0.59,"189,746","489,368","153,267","36,479",38.77,7.45,31.32,-45.47,-56.09,-82.1,-29.06,-67.97,389.56,239.64,24.4,B,21%至35%,9
4961 天鈺,2022/12/30,108.955,4,"21,546",1.87,1.16,"1,106,578","4,129,915","775,932","330,646",26.79,8.01,18.79,-34.45,-63.14,-83.33,-1.47,-26.64,536.63,470.91,16.94,B,21%至35%,9
4966 譜瑞-KY,2022/12/30,755.7776,4,"62,802",5.69,-0.98,"1,401,021","3,181,446","961,391","439,630",44.04,13.82,30.22,-41.15,-46.43,-73.28,-30.71,-58.29,308.28,188.79,19.67,C,36%至50%,9
4967 十銓,2022/12/30,30.45,4,"2,179",0.88,3.94,"284,282","1,763,441","190,263","94,019",16.12,5.33,10.79,-12.04,411.88,138.44,4.59,188.35,193.26,65.25,52.78,C-,51%至65%,9
4968 立積,2022/12/30,112.5,4,"10,144",-0.94,-3.48,"238,438","794,169","277,159","-38,721",30.02,-4.88,34.9,-2.42,65.37,56.34,-11.37,-185.97,400.68,271.82,31.19,B,21%至35%,9
4971 IET-KY,2022/12/30,50.5549,4,"1,927",0.92,-1.77,"66,630","210,694","47,897","18,733",31.62,8.89,22.73,-6.9,-26.26,-48.91,-0.15,-32.38,544.77,349.99,6.83,A,6%至20%,9
4973 廣穎,2022/12/30,20.3534,4,"1,388",0.62,4.54,"215,816","1,231,995","186,310","29,506",17.52,2.39,15.12,5.02,78.69,"1,589.92",10.81,46.62,224.87,114.52,30.56,C-,51%至65%,9
4991 環宇-KY,2022/12/30,39,4,"4,330",-3.56,-12.39,"47,654","354,467","124,187","-76,533",13.44,-21.59,35.03,14.85,-28.2,-578.97,3.62,-106.17,269.74,161.37,18.07,C-,51%至65%,9
5222 全訊,2022/12/30,136.776,4,"9,427",1.63,5.74,"185,227","320,890","65,807","119,420",57.72,37.22,20.51,35.65,25.53,24.58,31.48,26.73,552.84,368.95,16.3,D-,81%至100%,9
5236 凌陽創新,2022/12/30,63.7591,4,"3,990",1.39,3.28,"190,479","349,236","107,649","82,830",54.54,23.72,30.82,-32.42,-43.16,-52.81,68.63,612.39,672.73,596.67,15.15,A,6%至20%,9
5269 祥碩,2022/12/30,656.3615,4,"46,474",4.56,-0.37,"463,730","1,007,849","315,112","153,355",46.01,15.22,31.27,-13.99,-27.89,-51.54,-24.64,-53.29,236.15,156.5,13.96,C,36%至50%,9
5272 笙科,2022/12/30,25.3918,4,"1,458",-0.18,0.14,"35,475","62,206","47,220","-11,745",57.03,-18.88,75.91,-60.54,-57.87,-166.51,-37.74,-3.07,597.93,323.47,14.84,C,36%至50%,9
5274 信驊,2022/12/30,"1,656.65",4,"63,728",12.59,11.01,"859,687","1,326,707","243,090","616,597",64.8,46.48,18.32,28.64,25.98,24.31,1.54,4.06,345.12,314.18,24.28,B,21%至35%,9
5285 界霖,2022/12/30,57.453,4,"6,143",0.26,0.77,"178,989","1,384,479","120,799","58,190",12.93,4.2,8.73,-14.81,-38.6,-57.69,-13.76,-34.92,367.15,193.44,43.67,C-,51%至65%,9
5299 杰力,2022/12/30,103.2766,4,"3,966",1.27,2.57,"133,519","373,384","59,316","74,203",35.76,19.87,15.89,-48.17,-55.57,-56.79,-21.21,-40.82,245.42,55.54,34.05,A,6%至20%,9
5302 太欣,2022/12/30,8.32,4,"1,330",-0.08,-0.68,"1,772","2,423","20,086","-18,314",73.13,-755.84,828.97,-27.17,45.25,12.14,-7.59,10.87,76.51,67.96,23.21,D-,81%至100%,9
5314 世紀,2022/12/30,16.8,4,247,0.66,2.66,"12,716","12,176","8,112","4,604",104.43,37.81,66.62,695.3,904.42,157.53,379.75,194.95,467.1,451.97,33.53,NA,不宜受評之公司,9
5344 立衛,2022/12/30,17.9,4,"1,422",-0.29,-4.43,"-12,286","48,501","12,001","-24,287",-25.33,-50.08,24.74,-47.13,-166.79,-422.58,-25.6,-142.48,404.11,394.5,18.66,D-,81%至100%,9
5347 世界,2022/12/30,73.5504,4,"127,021",1.51,5.92,"3,754,534","9,573,376","1,292,417","2,462,117",39.22,25.72,13.5,-24.84,-38.07,-46.47,-28.17,-44.62,219.29,190.62,55.07,A+,前5%,9
5351 鈺創,2022/12/30,39.5,4,"11,226",-0.82,-7.68,"24,781","685,450","273,953","-232,400",3.62,-33.9,39.97,-66.2,-96.85,-148.8,-29.77,"-1,104.89",243.48,82.26,47.93,C-,51%至65%,9
5425 台半,2022/12/30,71.0291,4,"19,551",1.25,3.39,"1,352,040","4,001,196","666,039","686,001",33.79,17.14,16.65,11.6,17.16,23.98,0.8,-6.11,206.86,125.55,41.12,B,21%至35%,9
5468 凱鈺,2022/12/30,16.8,4,602,-0.62,-5.48,"7,142","29,323","14,446","-7,300",24.36,-24.9,49.27,-29.24,-56.51,-600.69,-0.31,-630.73,227.78,77.88,38.94,D-,81%至100%,9
5471 松翰,2022/12/30,47.6441,4,"8,411",0.12,0.82,"255,038","555,557","224,170","30,868",45.91,5.56,40.35,-53.97,-58.76,-91.07,-25.37,-62.78,705.61,389.21,13.71,C,36%至50%,9
5483 中美晶,2022/12/30,132.3423,4,"81,778",4.32,9.73,"7,668,065","21,205,121","1,935,696","5,732,369",36.16,27.03,9.13,17.26,11.61,15.06,-1.95,-13.9,266.16,217.76,65.35,A+,前5%,9
5487 通泰,2022/12/30,25.2,4,607,-0.34,-1.42,"9,921","41,669","17,563","-7,642",23.81,-18.34,42.15,-57.38,-73.53,-152.26,-13.96,-74.95,"1,675.74","1,372.58",10.68,D-,81%至100%,9
6103 合邦,2022/12/30,42.66,4,580,-0.22,-2.35,"2,280","19,256","4,231","-1,951",11.84,-10.13,21.97,96.51,106.52,42.02,-29.93,17.3,263.02,222,35.18,NA,不宜受評之公司,9
6104 創惟,2022/12/30,86.3077,4,"7,945",-1.05,-4.69,"120,205","571,260","230,492","-110,287",21.04,-19.31,40.35,-45.16,-78.09,-141.16,0.1,"-1,099.16",233.06,90.42,43.33,C,36%至50%,9
6129 普誠,2022/12/30,28.9969,4,"5,356",0.34,1.33,"184,791","538,178","141,700","43,091",34.34,8.01,26.33,18.84,9.14,51.02,10.07,31.92,575.16,327.19,18.78,D,66%至80%,9
6138 茂達,2022/12/30,108.3866,4,"8,518",1.01,2.17,"367,978","1,018,499","254,019","113,959",36.13,11.19,24.94,-43.66,-50.53,-73.23,-25.8,-58.07,320.13,202.58,32.22,A,6%至20%,9
6147 頎邦,2022/12/30,52.8641,4,"42,400",1.51,4.31,"1,787,767","5,383,096","418,464","1,369,303",33.21,25.44,7.77,-18.26,-19.51,-21.8,2.47,21.39,199.38,170.08,19.75,A+,前5%,9
6182 合晶,2022/12/30,38.7012,4,"22,070",0.8,2.59,"1,259,015","3,121,971","463,467","795,548",40.33,25.48,14.85,6.45,9.78,31.49,-8.21,-3.97,237.3,166.69,34.94,A,6%至20%,9
6198 瑞築,2022/12/30,19.7,4,446,-0.35,-1.7,408,420,"8,494","-8,086",97.14,"-1,925.24","2,022.38",-84.25,-61.29,-149.8,-33.33,-27.2,"1,026.14",260.33,11.51,D-,81%至100%,9
6202 盛群,2022/12/30,68.2,4,"15,425",0.06,0.71,"493,477","1,085,310","502,756","13,012",45.47,1.2,46.32,-42.07,-52.26,-97.05,-19.42,-95.45,344.97,138.44,30.43,A,6%至20%,9
6223 旺矽,2022/12/30,108,4,"10,601",2.56,3.51,"879,922","1,898,845","603,559","276,363",46.34,14.55,31.79,1.8,10.76,15.69,-1.93,-20.12,229.37,126.09,36.77,C-,51%至65%,9
6229 研通,2022/12/30,23.1148,4,871,-0.18,-0.08,"61,889","366,370","52,109","9,321",16.89,2.54,14.22,-32.8,-39.19,-58.66,-8.46,237.01,142.79,107.39,49.89,D-,81%至100%,9
6233 旺玖,2022/12/30,20.049,4,"1,624",-0.02,2.01,"41,623","108,851","44,485","-2,862",38.24,-2.63,40.87,-1.54,-20.93,-129.05,-1.77,58.67,770.96,634.38,11.2,C-,51%至65%,9
6237 驊訊,2022/12/30,44.0806,4,"3,487",-0.42,-1.73,"43,171","165,501","77,551","-34,380",26.09,-20.77,46.86,-29.69,-44.58,-278.51,70.11,68.18,585.56,458.35,8.38,C,36%至50%,9
6239 力成,2022/12/30,74.1828,4,"60,124",1.8,2.45,"3,169,950","18,402,628","1,044,737","2,125,213",17.23,11.55,5.68,-17.93,-39.67,-45.69,-14.13,-25.09,253.77,180.62,44.25,A,6%至20%,9
6243 迅杰,2022/12/30,27.2183,4,"1,262",-0.05,-0.26,"67,034","170,655","59,050","7,984",39.28,4.68,34.6,-11.12,6.36,-36.57,7.7,188.83,300.65,190.46,31.89,C-,51%至65%,9
6257 矽格,2022/12/30,44.9726,4,"22,175",0.53,1.64,"1,105,511","4,136,609","384,575","720,936",26.73,17.43,9.3,-3.6,-9.99,-9.24,-13.53,-16.67,277.21,257.88,48.41,B,21%至35%,9
6261 久元,2022/12/30,57.1,4,"7,337",0.47,1.23,"254,809","930,376","195,979","103,250",27.39,11.1,21.06,-24.86,-33.89,-57.43,-11.65,-40.5,347.1,273.6,18.93,C-,51%至65%,9
6271 同欣電,2022/12/30,182.9677,4,"30,715",2.65,1.91,"1,103,411","3,289,548","339,484","763,927",33.54,23.22,10.32,-6.22,-13.4,-17.12,-11.35,-26.02,298.43,248.23,28.42,C,36%至50%,9
6287 元隆,2022/12/30,23.05,4,"2,525",0.22,6.31,"56,780","372,200","19,410","37,370",15.26,10.04,5.21,-16.97,10.49,-1.69,-21.83,-47.49,74.25,31.52,78.25,NA,不宜受評之公司,9
6291 沛亨,2022/12/30,98,4,"4,116",0.84,3.01,"109,654","314,562","53,366","56,288",34.86,17.89,16.97,18.23,45.95,169.06,-19.55,-6.25,305.95,235.43,27.49,D-,81%至100%,9
6411 晶焱,2022/12/30,80.6848,4,"7,827",-0.7,-1.84,"47,213","386,578","112,509","-65,296",12.21,-16.89,29.1,-67.36,-92.8,-115.6,-28.04,-414.24,198.61,150.2,26.37,B,21%至35%,9
6415 矽力*-KY,2022/12/30,432.6636,4,"166,395",2.38,0.63,"2,389,228","4,698,317","1,726,117","667,352",50.85,14.2,36.74,-23.65,-28.16,-65.84,-21.58,-54.16,"1,016.07",789.78,10.72,D,66%至80%,9
6435 大中,2022/12/30,97.5,4,"3,260",0.64,1.67,"101,522","474,958","73,798","27,724",21.37,5.84,15.54,-42.59,-57.8,-81.91,-19.47,-62.41,250.07,80.41,39.32,A,6%至20%,9
6451 訊芯-KY,2022/12/30,80.6171,4,"8,758",-0.19,-2.54,"220,912","1,611,435","198,216","22,696",13.71,1.41,12.3,45.49,34.19,134.27,-0.19,-60.49,150.99,133.43,59.01,D,66%至80%,9
