證券代碼,年月日,收盤價(元),季別,市值(百萬元),每股盈餘,ROE－綜合損益,營業毛利,營業收入淨額,營業費用,營業利益,營業毛利率,營業利益率,營業費用率,營收成長率,營業毛利成長率,營業利益成長率,營收變動率,營業利益變動率,流動比率,速動比率,負債比率,等級,評鑑結果,屆次
2408 南亞科,2021/3/31,81.8968,1,"284,615",0.88,1.77,"5,162,012","17,730,613","2,135,028","3,026,984",29.11,17.07,12.04,22.97,50.22,65.21,20.02,132.2,874.16,730,7.35,,,
2434 統懋,2021/3/31,32.35,1,"1,197",0.04,0.06,"11,321","33,603","10,672",649,33.69,1.93,31.76,6.15,193.02,101.91,-3.21,104.9,667.23,488.77,15.6,,,
2436 偉詮電,2021/3/31,50.1387,1,"9,808",1.05,7.21,"185,202","752,592","165,354","19,848",24.61,2.64,21.97,58.5,57.01,65.98,-0.66,-41.14,490.53,444.62,20.92,,,
2441 超豐,2021/3/31,63.33,1,"40,388",1.64,5.38,"1,204,373","4,215,598","84,878","1,119,495",28.57,26.56,2.01,28.81,56.41,70.57,3.83,20.53,291.63,246.16,16.21,,,
2449 京元電子,2021/3/31,34.4083,1,"50,377",0.94,5.05,"2,218,532","7,630,890","849,957","1,368,575",29.07,17.93,11.14,8.99,9.14,7.89,10,93.86,161.3,144.91,52.52,,,
2451 創見,2021/3/31,53.038,1,"28,018",1.3,2.84,"852,848","3,498,620","334,393","518,455",24.38,14.82,9.56,8.64,3.58,24.18,17.57,101,450.54,350.04,16.62,,,
2454 聯發科,2021/3/31,765.2203,1,"1,540,943",16.21,9.98,"48,520,384","108,032,982","28,322,486","20,197,898",44.91,18.7,26.22,77.5,84.93,248.1,12.06,31.39,207.14,169.75,29.66,,,
2458 義隆,2021/3/31,155.9695,1,"59,409",3.77,11.58,"1,992,679","4,155,821","801,768","1,191,470",47.95,28.67,19.29,88.37,91.01,131.88,-10.57,-12.47,258.7,215.94,33.9,,,
2481 強茂,2021/3/31,48.0783,1,"17,806",0.88,3.65,"851,094","3,129,479","484,759","366,335",27.2,11.71,15.49,46.34,100.91,227.25,4.58,20.87,157.51,112.21,64.97,,,
3006 晶豪科,2021/3/31,91.5429,1,"29,754",2.3,7.51,"1,143,816","4,971,476","510,767","633,049",23.01,12.73,10.27,35.69,61.69,87.56,13.15,189.93,243.32,138.38,38.16,,,
3014 聯陽,2021/3/31,77.3337,1,"15,673",2.33,9.94,"773,309","1,521,948","374,304","399,005",50.81,26.22,24.59,80.25,76.1,162.96,12.04,31.64,300.6,263.71,25.32,,,
3016 嘉晶,2021/3/31,67.5026,1,"19,913",0.16,1.11,"114,137","1,114,619","57,235","56,902",10.24,5.11,5.13,11.12,70.01,808.98,7.59,561.19,263.79,193.51,34.41,,,
3034 聯詠,2021/3/31,422.0793,1,"349,894",9.66,14.14,"11,506,568","26,366,515","4,296,036","7,210,532",43.64,27.35,16.29,56.1,105.17,177.23,17.43,51.86,249.26,204.52,33.23,,,
3035 智原,2021/3/31,49.1496,1,"12,949",0.68,4.86,"748,734","1,534,975","609,975","138,759",48.78,9.04,39.74,21.3,21.03,226.11,7.33,471,261.78,212.54,25.77,,,
3041 揚智,2021/3/31,30.25,1,"5,865",-0.41,-2.65,"210,514","568,577","280,017","-69,503",37.02,-12.22,49.25,14.17,14.97,-22.47,-1.1,37.75,344.23,270.71,16.67,,,
3094 聯傑,2021/3/31,37.963,1,"3,512",0.21,1.62,"45,684","67,450","33,913","11,771",67.73,17.45,50.28,36.89,26.45,298.61,7.32,133.46,"1,914.19","1,844.96",10.1,,,
3105 穩懋,2021/3/31,356.2335,1,"165,800",2.72,3.14,"2,011,734","6,009,383","816,188","1,195,546",33.48,19.89,13.58,-1.02,-22.97,-38.32,-12.41,-28.17,279.26,222.97,52.63,,,
3122 笙泉,2021/3/31,46.0234,1,"1,896",0.11,1.07,"39,645","136,148","34,378","5,267",29.12,3.87,25.25,64.86,71.8,142.92,-16.27,9.14,376.86,267.15,18.48,,,
3141 晶宏,2021/3/31,70.1055,1,"4,780",1.12,6.17,"208,295","501,584","129,058","79,143",41.53,15.78,25.73,78.61,87.09,229.91,13.56,20.25,345.11,279.55,38.1,,,
3169 亞信,2021/3/31,182.1038,1,"12,457",1.12,5.01,"130,431","237,046","58,255","72,176",55.02,30.45,24.58,90.07,110.37,222.6,5.79,11.72,"1,069.50","1,021.72",9.25,,,
3178 公準,2021/3/31,92.8446,1,"4,329",0.42,1.91,"59,062","296,930","42,654","16,408",19.89,5.53,14.37,-6.47,-30.7,-54.35,0.23,-37.34,136.83,79.04,57.1,,,
3189 景碩,2021/3/31,101.8165,1,"50,495",0.57,1.23,"1,598,205","7,225,986","1,160,691","437,514",22.12,6.05,16.06,22.63,51.98,411.02,-4.27,-20.12,189.37,158.19,34.36,,,
3227 原相,2021/3/31,168.3961,1,"29,220",3.08,7.08,"1,283,905","2,244,996","822,894","461,011",57.19,20.54,36.65,32.44,31.81,53.62,-9.02,-28.96,309.28,275.95,24.53,,,
3228 金麗科,2021/3/31,515,1,"34,913",1.38,17.48,"164,901","186,417","70,395","94,506",88.46,50.7,37.76,147.7,185.88,"14,782.83",26.53,38.06,204.9,146.93,28.6,,,
3257 虹冠電,2021/3/31,69.1661,1,"6,263",1.14,5.14,"146,181","278,969","58,715","87,466",52.4,31.35,21.05,77.84,112.35,326.87,-22.1,-18.05,603.46,490.14,13.11,,,
3259 鑫創,2021/3/31,44.8484,1,"2,966",-0.12,-2.19,"56,869","183,904","63,836","-6,967",30.92,-3.79,34.71,57.55,71.33,81.31,-6.37,81.66,190.46,74.11,36.39,,,
3260 威剛,2021/3/31,74.5049,1,"21,343",2.94,5.67,"1,734,941","9,095,815","1,014,044","720,897",19.07,7.93,11.15,25.68,1.78,-20.6,2.61,123.71,154.2,70.4,66.22,,,
3264 欣銓,2021/3/31,38.9478,1,"22,059",1.03,3.51,"872,443","2,622,937","283,890","588,553",33.26,22.44,10.82,26.17,34.43,44.97,-6.22,-15.36,136.26,120.59,44.38,,,
3265 台星科,2021/3/31,25.8799,1,"4,136",0.37,1.33,"112,663","677,287","52,620","60,043",16.63,8.87,7.77,17.91,142.58,636.53,-10.15,-53.25,422.47,401.44,19.88,,,
3268 海德威,2021/3/31,27.8755,1,"1,006",0.38,3.08,"26,504","307,347","18,988","7,516",8.62,2.45,6.18,88.17,78.77,456.38,-21.1,-28.85,254.62,238.81,39,,,
3317 尼克森,2021/3/31,56.3714,1,"3,565",1.47,4.36,"214,974","746,564","101,314","113,660",28.8,15.22,13.57,47.84,94.65,266.94,9.94,77.91,412.93,340.7,20.22,,,
3372 典範,2021/3/31,16.8343,1,"3,115",0.4,3.82,"92,025","411,183","23,859","68,166",22.38,16.58,5.8,50.11,858.89,575.16,11.84,79.02,339.06,232.76,16.89,,,
3374 精材,2021/3/31,170.1167,1,"49,117",2.17,11.1,"804,523","2,111,719","122,685","697,231",38.1,33.02,5.81,47.87,213.95,304.61,-12.01,-16.97,206.97,171.57,27.53,,,
3413 京鼎,2021/3/31,200.5587,1,"20,424",3.45,5.63,"616,643","2,697,288","254,588","362,055",22.86,13.42,9.44,29.25,26.37,31.84,5.99,-1.98,272.44,217.9,47.46,,,
3438 類比科,2021/3/31,73.9416,1,"3,872",1.19,6.02,"149,049","377,277","80,163","68,886",39.51,18.26,21.25,35.8,63.15,400.23,3.38,24.13,299.14,235.13,20.05,,,
3443 創意,2021/3/31,384.4106,1,"53,404",2.3,6.49,"1,142,840","3,312,191","788,998","353,842",34.5,10.68,23.82,4.49,49.49,381.26,-16.02,-49.76,171.15,130.24,54.31,,,
3450 聯鈞,2021/3/31,60.6718,1,"9,615",0.62,3.4,"405,065","1,741,556","140,906","264,159",23.26,15.17,8.09,35.62,49.77,90.69,7.27,15.93,184.35,152.94,36.05,,,
3527 聚積,2021/3/31,95.0149,1,"4,756",0.71,1.28,"223,686","576,290","199,488","24,198",38.81,4.2,34.62,5.22,23.02,24.34,2.66,17.18,418.47,304.44,19.94,,,
3529 力旺,2021/3/31,858.5365,1,"67,176",3.93,13.55,"596,734","596,734","259,023","337,711",100,56.59,43.41,43.64,43.64,74.1,20.14,43.49,453.79,444.06,18.45,,,
3530 晶相光,2021/3/31,115.7478,1,"9,569",1.53,5.21,"235,783","923,359","101,184","134,599",25.54,14.58,10.96,53.95,88.25,179.4,-26.79,-16.96,560.75,351.81,25.06,,,
3532 台勝科,2021/3/31,126.0142,1,"52,553",0.84,1.49,"602,766","2,953,645","162,426","440,340",20.41,14.91,5.5,0.75,5.14,1.06,0.02,-11.06,707.58,542.65,10.23,,,
3545 敦泰,2021/3/31,147.6064,1,"38,106",4.24,10.08,"1,628,584","4,349,854","703,090","925,494",37.44,21.28,16.16,49.5,154.53,"1,208.95",0.99,50.85,225.37,150.99,38.19,,,
3555 重鵬,2021/3/31,45.5495,1,"1,180",-0.07,-0.97,-629,"2,725","10,008","-10,637",-23.08,-390.35,367.27,-96.03,-109.63,-81.09,-54.1,-21.04,416.75,409.14,23.7,,,
3556 禾瑞亞,2021/3/31,50.2197,1,"3,842",1.17,6.24,"168,257","335,737","90,582","77,675",50.12,23.14,26.98,16.37,2.53,9.48,16.38,85.18,295.97,216.94,33.3,,,
3567 逸昌,2021/3/31,27.7398,1,"1,171",0.57,3.42,"35,989","97,745","12,429","23,560",36.82,24.1,12.72,7.66,2.49,5.22,-7.83,-22.97,247.44,232.2,11.87,,,
3581 博磊,2021/3/31,23.801,1,"1,362",0.33,2.27,"114,593","270,660","94,180","20,413",42.34,7.54,34.8,8.04,35.53,220.81,-19.8,-53.87,194.16,133.83,46.79,,,
3583 辛耘,2021/3/31,62.7242,1,"5,534",0.25,0.57,"266,159","956,559","253,373","12,786",27.82,1.34,26.49,51.81,9.81,-50.28,-15.99,-91.93,134.73,83.33,48.4,,,
3588 通嘉,2021/3/31,70.6069,1,"4,367",0.7,2.36,"148,110","429,354","105,955","42,155",34.5,9.82,24.68,46.44,63.54,729.99,5.23,51.96,405.36,287.97,18.94,,,
3661 世芯-KY,2021/3/31,881.5527,1,"62,958",5.68,7.29,"967,042","2,658,679","466,101","500,941",36.37,18.84,17.53,74.9,91.71,138.49,38.72,109.86,276.04,224.67,33.49,,,
3675 德微,2021/3/31,66.9575,1,"3,137",1.02,4.35,"136,627","448,878","77,245","59,382",30.44,13.23,17.21,17.21,52.73,105.28,14.8,124.39,111.63,81.18,60.63,,,
3680 家登,2021/3/31,310.6454,1,"27,414",0.36,1.22,"213,028","644,666","164,306","48,722",33.04,7.56,25.49,41.84,62.48,171.49,-11.01,300.02,230.41,174.45,40.92,,,
3686 達能,2021/3/31,25.8042,1,"1,975",-0.17,-2.48,"-8,011","33,079","9,323","-17,334",-24.22,-52.4,28.18,24.97,-79.14,-27.59,8.42,-19.51,177.18,156.53,27.85,,,
3707 漢磊,2021/3/31,58.2091,1,"18,670",-0.06,-0.03,"132,441","1,623,638","116,457","15,984",8.16,0.98,7.17,16.84,800.63,111.91,6.94,118.31,179.51,125.96,46.76,,,
3711 日月光投控,2021/3/31,89.092,1,"470,789",1.97,3.93,"21,886,368","119,469,784","10,977,702","10,908,666",18.32,9.13,9.19,22.71,35.47,79.93,-19.75,-3,144.3,97.77,59.45,,,
4919 新唐,2021/3/31,51.9826,1,"22,425",0.7,3.04,"3,919,607","10,072,480","3,538,930","380,677",38.91,3.78,35.13,372.19,364.37,"3,731.29",2.06,905.86,166.96,107.12,62.21,,,
4945 陞達科技,2021/3/31,50.0217,1,"1,675",0.95,4.8,"65,791","133,993","31,237","34,554",49.1,25.79,23.31,42.24,42.57,68.25,17.28,72.14,552.98,494.9,18.63,,,
4952 凌通,2021/3/31,47.1205,1,"6,268",0.89,4.32,"285,948","724,948","171,284","114,664",39.44,15.82,23.63,53.63,73.34,480.2,-12.55,7.55,350.5,282.5,26.08,,,
4961 天鈺,2021/3/31,230.5924,1,"47,811",4.78,12.8,"1,572,070","4,004,227","530,827","1,041,243",39.26,26,13.26,90.89,270.87,"1,541.46",10.08,90.2,297.84,231.5,32.45,,,
4966 譜瑞-KY,2021/3/31,"1,156.43",1,"98,995",13.13,8.1,"1,957,418","4,343,653","833,608","1,123,810",45.06,25.87,19.19,46.66,48.09,73.64,1.89,8.25,472.03,389.3,16.52,,,
4967 十銓,2021/3/31,64.4357,1,"4,230",2.16,9.68,"356,482","1,913,349","166,574","189,908",18.63,9.93,8.71,23.69,26.2,3.38,14.03,610.23,199.25,54.02,61.22,,,
4968 立積,2021/3/31,435.1034,1,"40,064",4.06,11.09,"576,920","1,741,479","275,939","300,981",33.13,17.28,15.85,109.64,134.39,459.41,6.27,-18.89,243.96,151.35,39.03,,,
4971 IET-KY,2021/3/31,53.2314,1,"2,096",0.05,0.35,"40,368","151,982","38,055","2,313",26.56,1.52,25.04,0.99,-5.17,104.15,-16.1,-93.48,469.35,288.65,6.74,,,
4973 廣穎,2021/3/31,22.1579,1,"1,635",0.22,13.43,"144,494","999,699","115,111","29,383",14.45,2.94,11.51,-4.87,-27.52,-56.64,-18.89,73.41,216.27,88.11,29.46,,,
4991 環宇-KY,2021/3/31,53.3,1,"4,894",-0.99,-2.45,"100,005","301,307","99,221",784,33.19,0.26,32.93,-17.98,-37.46,-98.44,-12.43,-93.42,973.69,732.57,9.06,,,
5269 祥碩,2021/3/31,"1,402.68",1,"103,142",10.35,5.12,"793,840","1,579,440","301,794","487,626",50.26,30.87,19.11,-0.4,-4.51,-16.43,-21.02,-24.03,161.09,117.19,18.6,,,
5272 笙科,2021/3/31,40.5793,1,"2,406",-0.02,4.35,"57,819","128,238","58,663",-844,45.09,-0.66,45.75,25.83,18.78,92.71,2.45,-394.08,413.08,271.58,16.89,,,
5274 信驊,2021/3/31,"1,500.95",1,"59,194",7.21,9.02,"479,853","750,515","173,737","306,116",63.94,40.79,23.15,2.48,4.99,4.6,7.63,6.74,196.27,181.01,39.9,,,
5285 界霖,2021/3/31,69.0548,1,"7,330",1.2,3.67,"253,289","1,452,312","115,658","137,631",17.44,9.48,7.96,49.79,136.65,"1,525.12",13.79,15.17,209.2,131.91,60.21,,,
5299 杰力,2021/3/31,142.5112,1,"6,030",3.14,9.52,"202,351","579,226","64,679","137,672",34.93,23.77,11.17,65.6,72.36,98.29,4.12,7.11,199.16,68.6,42.25,,,
5302 太欣,2021/3/31,13.05,1,"2,119",-0.06,-0.58,"5,867","12,688","19,896","-14,029",46.24,-110.57,156.81,73.76,147.97,30.17,77.23,32.69,33.43,27.86,20.09,,,
5314 世紀,2021/3/31,26.8569,1,395,-0.13,-4.41,120,"7,440","8,153","-8,033",1.61,-107.97,109.58,78.85,424.32,29.75,78.03,11.96,"2,272.61","2,215",10.29,,,
5344 立衛,2021/3/31,14.85,1,"1,180",0.27,4.25,"28,605","101,104","8,804","19,801",28.29,19.58,8.71,53.59,236.21,"28,187.14",0.28,36.94,249.08,247.61,20.89,,,
5347 世界,2021/3/31,93.7279,1,"177,010",1.35,7.62,"3,497,817","9,180,131","1,046,927","2,450,890",38.1,26.7,11.4,17.03,43.92,62.46,5.31,8.82,217.85,186.83,32.82,,,
5351 鈺創,2021/3/31,21.5766,1,"6,171",0.2,2.54,"237,883","1,049,605","204,897","48,285",22.66,4.6,19.52,23.3,107.35,152.76,12.72,189.64,205.32,119.96,48.89,,,
5425 台半,2021/3/31,52.4735,1,"15,295",0.74,3.11,"896,052","2,878,562","502,177","393,875",31.13,13.68,17.45,20.87,30.61,93.49,-2.52,-10.44,196.42,127.68,40.22,,,
5468 凱鈺,2021/3/31,20.364,1,584,-0.28,0.13,"11,750","29,838","12,244","-4,217",39.38,-14.13,41.03,-3.31,0.91,29.36,-30.41,-272.62,219.59,131.46,36.2,,,
5471 松翰,2021/3/31,82.3355,1,"17,123",1.6,6.27,"613,042","1,387,121","256,908","356,134",44.2,25.67,18.52,66.25,60.04,124.98,-8.45,1.8,360.62,259.6,23.03,,,
5483 中美晶,2021/3/31,149.0316,1,"99,071",2.49,1.13,"5,404,637","16,052,078","1,443,772","3,960,865",33.67,24.68,8.99,5.07,7.03,6.88,2.23,23.32,105.67,66.02,54.99,,,
5487 通泰,2021/3/31,39.4015,1,"1,013",0.43,1.87,"32,458","105,482","19,165","13,293",30.77,12.6,18.17,27.52,48.3,370.72,-3.2,-10.62,799.94,590.66,17.91,,,
6103 合邦,2021/3/31,76.5777,1,"1,042",-0.05,-2.99,931,"3,908","4,804","-3,873",23.82,-99.1,122.93,10.18,-11.92,15.03,18.25,96.66,309.12,282,36.92,,,
6104 創惟,2021/3/31,70.4946,1,"6,590",0.51,3.17,"264,659","581,037","209,063","55,596",45.55,9.57,35.98,7.78,1.22,-23.64,-9.09,-13.63,122.03,63.12,49.36,,,
6129 普誠,2021/3/31,40.1646,1,"7,419",0.08,1.52,"135,073","345,767","117,452","17,621",39.06,5.1,33.97,62.88,77.41,154.25,-1.94,457.98,557.77,456.83,13.12,,,
6138 茂達,2021/3/31,127.7688,1,"10,921",2.29,7.59,"468,151","1,510,913","240,947","231,131",30.98,15.3,15.95,30.84,39.35,116.3,2.02,4.71,219.5,178.33,41.17,,,
6147 頎邦,2021/3/31,61.0988,1,"52,177",1.81,4.27,"1,880,475","6,418,907","436,348","1,444,127",29.3,22.5,6.8,20.5,29.16,29.58,4.2,1.87,157.8,134.92,26.31,,,
6182 合晶,2021/3/31,37.9508,1,"21,560",0.29,1.66,"631,720","2,295,990","318,981","312,739",27.51,13.62,13.89,32.5,53.68,121.11,17.64,114.12,173.76,115.88,44.6,,,
6198 瑞築,2021/3/31,42,1,951,0.23,1.57,"7,886","10,007","4,137","3,749",78.8,37.46,41.34,13.83,27.69,248.48,-17.37,-25.54,"8,542.91","8,426.14",1.3,,,
6202 盛群,2021/3/31,81.222,1,"21,124",1.54,8.14,"707,277","1,464,698","379,253","320,786",48.29,21.9,25.89,42.05,46.12,91.74,-11.52,-14.37,377.02,212.14,26.54,,,
6223 旺矽,2021/3/31,109.2004,1,"11,455",1.5,2.43,"587,873","1,424,166","437,671","150,202",41.28,10.55,30.73,4.67,3.95,-11.78,-5.42,-8.53,228.01,110.92,34.8,,,
6229 研通,2021/3/31,28.3209,1,"1,201",0.56,7.01,"68,590","371,053","52,976","15,612",18.49,4.21,14.28,41.14,70.34,227.88,-29.08,-2.07,154.77,117.56,46.65,,,
6233 旺玖,2021/3/31,44.0784,1,"3,571",0.2,2.81,"50,486","113,278","37,736","12,750",44.57,11.26,33.31,45.71,31.29,227.96,11.32,345.96,881.29,782.87,10.68,,,
6237 驊訊,2021/3/31,107.465,1,"8,905",1.14,5.43,"155,671","325,559","84,134","71,537",47.82,21.97,25.84,280.88,249.2,339.27,6.33,-5.85,393.86,342.36,12.89,,,
6239 力成,2021/3/31,87.4104,1,"82,200",2.21,3.41,"3,890,979","18,429,233","1,073,645","2,817,334",21.11,15.29,5.83,-2.03,4.45,7.98,-3.12,1.74,271.89,227.83,44.7,,,
6243 迅杰,2021/3/31,46.5503,1,"1,784",0.18,2.97,"49,673","186,409","45,376","4,297",26.65,2.31,24.34,51.32,70.64,128.74,15.5,161.31,211.56,91.63,47.11,,,
6257 矽格,2021/3/31,42.5426,1,"23,149",1.27,4.78,"999,067","3,504,377","315,898","683,169",28.51,19.49,9.01,28.98,38.27,54.88,-0.33,2.43,168.25,156.79,52.2,,,
6261 久元,2021/3/31,60.1064,1,"8,686",1.99,4.55,"457,183","1,144,123","172,726","312,702",39.96,27.33,15.1,24.12,39.54,47.18,20.83,97.54,268.21,218,22.77,,,
6271 同欣電,2021/3/31,201.5153,1,"36,546",2.68,2.24,"833,507","3,141,262","275,188","558,319",26.53,17.77,8.76,60.83,73.04,80.28,-4.41,-22.18,224.82,179.8,16.35,,,
6287 元隆,2021/3/31,35.08,1,"3,843",-0.05,-33.22,909,"315,359","17,578","-16,669",0.29,-5.29,5.57,23.04,103.18,62.93,-7.5,14.88,67.37,32.95,95.54,,,
6291 沛亨,2021/3/31,42.6,1,767,0.26,6.08,"65,774","238,079","46,425","19,349",27.63,8.13,19.5,563.28,474.29,645.63,-27.24,72.88,212.91,151.63,42.93,,,
6411 晶焱,2021/3/31,124.345,1,"13,109",2.25,5.17,"417,762","1,002,883","179,309","238,453",41.66,23.78,17.88,52.01,74.62,128.49,8.15,18.8,364.61,209.73,18.89,,,
6415 矽力*-KY,2021/3/31,566.6358,1,"214,761",10.69,5.06,"1,995,142","4,179,928","996,579","1,002,769",47.73,23.99,23.84,46.48,40.42,52.32,2.49,20.43,862.81,705.14,8.1,,,
6435 大中,2021/3/31,119.958,1,"4,397",2.1,12.89,"136,042","726,939","59,562","76,480",18.71,10.52,8.19,32.01,44.48,101.07,2.38,-9.47,187.82,139.95,42.42,,,
6451 訊芯-KY,2021/3/31,115.2928,1,"13,487",2.16,2.96,"386,725","1,072,845","188,987","197,738",36.05,18.43,17.62,6.7,49.25,74.24,-23.88,-42.82,254.55,239.28,51.99,,,
6457 紘康,2021/3/31,145.6452,1,"5,284",2.94,14.12,"186,607","343,469","72,080","114,527",54.33,33.34,20.99,81.93,137.76,280.86,4.61,38.77,198.03,154.25,45.81,,,
6462 神盾,2021/3/31,135.3917,1,"12,348",0.94,48.98,"427,178","1,083,616","439,872","-12,694",39.42,-1.17,40.59,-34.66,-44.34,-104.67,-9.57,-157.55,342.26,255.84,18.92,,,
6485 點序,2021/3/31,114.5357,1,"5,177",1.21,4.68,"185,040","356,566","119,346","65,694",51.9,18.42,33.47,56.83,58.73,"15,883.94",17.73,64.88,455.04,363.28,20.11,,,
6488 環球晶,2021/3/31,698.5005,1,"327,938",6.18,1.33,"5,193,206","14,805,831","1,241,432","3,951,774",35.08,26.69,8.38,9.55,5.18,3.87,4.73,24.47,106.59,67.29,53.67,,,
6494 九齊,2021/3/31,80.651,1,"3,083",1.88,7.9,"162,886","391,390","91,708","71,178",41.62,18.19,23.43,112.66,120.1,"1,672.36",-0.2,2.44,375.28,307.12,26.46,,,
6510 精測,2021/3/31,842.0931,1,"29,805",5.11,2.34,"438,582","811,379","261,993","176,589",54.05,21.76,32.29,-9.89,-7.38,-19.06,-22.66,-41.4,394.19,345.53,13.06,,,
6515 穎崴,2021/3/31,344.8697,1,"12,961",1.38,2.05,"194,574","546,516","133,551","61,023",35.6,11.17,24.44,-8.74,-16.2,-56.55,-12.18,-56.51,290.16,251.31,28.94,,,
6525 捷敏-KY,2021/3/31,72.1756,1,"11,163",1.53,5.65,"323,826","1,061,183","74,227","249,599",30.52,23.52,6.99,47.63,68.56,92.6,4.78,-1.11,163.8,146.09,36.73,,,
6531 愛普*,2021/3/31,411.697,1,"64,675",4.73,10.66,"541,258","1,227,205","147,784","393,474",44.1,32.06,12.04,31.09,194.33,"1,208.83",21.27,54.97,352.16,282.4,25.2,,,
6532 瑞耘,2021/3/31,49.4638,1,"2,032",0.55,2.56,"40,521","102,643","15,324","25,197",39.48,24.55,14.93,-25.36,-22.25,-31.4,-5.63,93.91,244.77,192.18,25.6,,,
6533 晶心科,2021/3/31,569.3485,1,"24,652",0.65,2.33,"150,700","151,126","137,443","13,257",99.72,8.77,90.95,42.76,42.52,133.64,-43.73,-89.46,733.82,643.41,15.56,,,
6548 長科*,2021/3/31,26.828,1,"26,509",0.67,6.75,"522,208","2,720,311","229,990","292,218",19.2,10.74,8.45,26.28,45.56,65.2,1.33,-4.57,182.38,114.7,56.89,,,
6552 易華電,2021/3/31,64.7654,1,"5,785",0.43,9.18,"90,400","711,780","54,994","35,406",12.7,4.97,7.73,23.33,132.56,"6,133.45",17.04,49.21,187.46,151.08,46.11,,,
6568 宏觀,2021/3/31,120.3301,1,"4,057",1.58,2.76,"125,224","260,674","72,833","52,391",48.04,20.1,27.94,12.99,10.66,25.34,-18.5,-27.86,344.12,285.8,23.8,,,
6573 虹揚-KY,2021/3/31,18,1,"1,449",-0.54,-4.26,"31,096","525,239","73,971","-42,875",5.92,-8.16,14.08,71.46,275.46,26.72,7.18,10.46,101.19,72.46,57.19,,,
6640 均華,2021/3/31,65.6863,1,"2,146",0.22,1.17,"79,571","249,283","74,860","4,711",31.92,1.89,30.03,43.39,64.89,176.51,1.04,106.49,153.62,114.85,57.7,,,
6643 M31,2021/3/31,275.8748,1,"10,053",1.79,6.52,"213,135","213,135","144,750","68,385",100,32.09,67.91,8.58,8.58,14.8,-30.03,-56.74,764.17,704.51,22.53,,,
6651 全宇昕,2021/3/31,114.7943,1,"4,564",1.81,8.14,"133,012","365,351","65,388","67,624",36.41,18.51,17.9,40.46,66.31,99.57,5.72,21.39,312.42,225.35,31.73,,,
6679 鈺太,2021/3/31,279.9618,1,"12,651",3.07,9.36,"236,582","619,808","85,864","150,718",38.17,24.32,13.85,69,92.55,124.66,8.61,16.94,425.99,284.09,22.42,,,
6683 雍智科技,2021/3/31,325.9301,1,"9,328",4.06,6.74,"206,060","350,383","68,114","137,946",58.81,39.37,19.44,42.01,42.45,65.38,1.75,24.85,320.07,202.95,24.37,,,
6716 應廣,2021/3/31,109.6054,1,"3,679",2.29,10.44,"104,885","208,363","44,405","60,480",50.34,29.03,21.31,64.25,109.76,298.97,8.78,47.25,290.19,221.22,34.99,,,
6732 昇佳電子,2021/3/31,644.6847,1,"36,587",6.04,7.68,"512,956","1,268,541","167,906","345,055",40.44,27.2,13.24,-6.07,-6.61,-14.82,-10.7,-7.45,202.6,189.59,42.46,,,
6756 威鋒電子,2021/3/31,311.2391,1,"22,613",2.74,7.23,"372,747","725,151","161,764","210,983",51.4,29.1,22.31,68.81,74.99,165.51,32.52,91.34,372.8,333.94,25.28,,,
7556 意德士,2021/3/31,140.8906,1,"3,614",0.97,2.74,"43,744","105,446","17,871","25,873",41.48,24.54,16.95,8.06,4.26,-0.17,-7.47,-8.52,479.59,437.66,16.7,,,
8016 矽創,2021/3/31,172.2788,1,"28,713",6.55,11.03,"1,906,725","4,042,640","769,430","1,137,566",47.17,28.14,19.03,28.79,88.47,113.39,-2.18,37.9,202.33,170.29,41.7,,,
8024 佑華,2021/3/31,37.0613,1,"1,949",0.05,0.35,"38,048","103,546","36,419","1,629",36.75,1.57,35.17,27.64,67.47,109.54,-13.28,-76.52,943.69,838.68,10.83,,,
8028 昇陽半導體,2021/3/31,45.1054,1,"7,071",0.17,0.81,"150,853","671,742","115,463","35,390",22.46,5.27,17.19,7.22,-2.85,8.77,4.64,-20.89,104.33,82.66,54.19,,,
8040 九暘,2021/3/31,60.954,1,"4,350",-0.3,-3.03,"52,045","186,312","78,833","-26,788",27.93,-14.38,42.31,-8.25,-17.42,-293.59,-9.95,-127.73,259.42,203.04,27.97,,,
8054 安國,2021/3/31,48.3122,1,"3,644",0.73,1.95,"214,835","439,344","144,838","69,999",48.9,15.93,32.97,86.64,118.05,370.76,23.82,346.79,460.49,413.76,15.82,,,
8081 致新,2021/3/31,169.1947,1,"17,881",4.66,8.75,"912,262","2,184,369","393,917","518,345",41.76,23.73,18.03,34.68,51.19,92.72,9.13,33.32,251.61,206.14,32.57,,,
8086 宏捷科,2021/3/31,147.5663,1,"31,156",0.89,2.27,"297,363","1,065,737","98,578","198,785",27.9,18.65,9.25,30.97,12.97,7.87,5.51,7.23,625.15,547.48,11.67,,,
8088 品安,2021/3/31,25.0819,1,"1,822",0.33,1.99,"51,062","508,494","21,775","29,287",10.04,5.76,4.28,-3.31,-44.07,-51.93,-4.63,-22.85,370.64,279.44,16.74,,,
8110 華東,2021/3/31,13.6222,1,"7,330",0.06,2.34,"27,175","1,405,895","80,334","-53,159",1.93,-3.78,5.71,-10.38,-47.77,-117.78,0.23,14.54,190.17,129.33,36.05,,,
8131 福懋科,2021/3/31,32.9919,1,"17,866",0.82,4.09,"500,431","2,534,354","51,275","449,156",19.75,17.72,2.02,-1.54,-2.14,-3.23,7.19,1.6,654.52,493.27,13.2,,,
